value,frequency,column
 Private,0.7545691906005222,work_class
 Self-emp-not-inc,0.11376352107422603,work_class
 Local-gov,0.05308964316797215,work_class
 State-gov,0.03377678312404161,work_class
 Self-emp-inc,0.025197894649591778,work_class
 Federal-gov,0.01947863566662522,work_class
 Without-pay,0.00012433171702101205,work_class
 HS-grad,0.3386381532595632,education
 Some-college,0.23705914045339632,education
 Bachelors,0.16826225703510297,education
 Assoc-voc,0.04695594512826889,education
 Masters,0.03622197355878818,education
 Assoc-acdm,0.03137303659496871,education
 7th-8th,0.023208587177255584,education
 11th,0.02295992374321356,education
 10th,0.022421152969455842,education
 9th,0.020473289402793318,education
 Prof-school,0.020390401591445978,education
 5th-6th,0.013469269343942974,education
 Doctorate,0.008703220191470844,education
 1st-4th,0.0072941273985660405,education
 Preschool,0.002362302623399229,education
 12th,0.00020721952836835343,education
 Married-civ-spouse,0.4586597040905135,marital_status
 Never-married,0.31990550789506406,marital_status
 Divorced,0.15350822661527622,marital_status
 Separated,0.04521530108997472,marital_status
 Widowed,0.021923826101371793,marital_status
 Married-spouse-absent,0.0007874342077997431,marital_status
 Prof-specialty,0.1487421774628041,occupation
 Craft-repair,0.1419453769323221,occupation
 Exec-managerial,0.12143064362385511,occupation
 Adm-clerical,0.11090389158274276,occupation
 Sales,0.11007501346926934,occupation
 Other-service,0.10870736458203821,occupation
 Machine-op-inspct,0.07260972274027104,occupation
 Farming-fishing,0.04998135024244685,occupation
 Transport-moving,0.047577603713373946,occupation
 Handlers-cleaners,0.043723320485722576,occupation
 Tech-support,0.02349869451697128,occupation
 Protective-serv,0.018856977081520163,occupation
 Priv-house-serv,0.0019064196609888517,occupation
 Armed-Forces,4.1443905673670685e-05,occupation
 Husband,0.40105267520411125,relationship
 Not-in-family,0.251067180571097,relationship
 Own-child,0.16009780761738987,relationship
 Unmarried,0.11794935554726678,relationship
 Wife,0.0656057026814207,relationship
 Other-relative,0.00422727837871441,relationship
 White,0.37175183389282607,race
 Black,0.16751626673297693,race
 Asian-Pac-Islander,0.16038791495710555,race
 Amer-Indian-Eskimo,0.15334245099258154,race
 Other,0.14700153342450992,race
 Male,0.532471300095321,sex
 Female,0.467528699904679,sex
 United-States,0.21261604774535808,native_country
 Mexico,0.02486737400530504,native_country
 Hungary,0.02159316976127321,native_country
 Philippines,0.021551724137931036,native_country
 Germany,0.02134449602122016,native_country
 Outlying-US(Guam-USVI-etc),0.02117871352785146,native_country
 Honduras,0.02101293103448276,native_country
 El-Salvador,0.020971485411140585,native_country
 China,0.020930039787798407,native_country
 Jamaica,0.02084714854111406,native_country
 Dominican-Republic,0.02080570291777188,native_country
 Columbia,0.020722811671087533,native_country
 Hong,0.02068136604774536,native_country
 Portugal,0.020598474801061008,native_country
 Trinadad&Tobago,0.020557029177718834,native_country
 Taiwan,0.020474137931034482,native_country
 South,0.020474137931034482,native_country
 India,0.020391246684350134,native_country
 Canada,0.020266909814323608,native_country
 Ireland,0.020266909814323608,native_country
 Yugoslavia,0.020184018567639257,native_country
 England,0.02010112732095491,native_country
 Peru,0.020018236074270557,native_country
 Iran,0.01993534482758621,native_country
 Puerto-Rico,0.019811007957559683,native_country
 France,0.019645225464190983,native_country
 Poland,0.019603779840848806,native_country
 Italy,0.019520888594164457,native_country
 Thailand,0.01947944297082228,native_country
 Ecuador,0.019437997347480106,native_country
 Cuba,0.01939655172413793,native_country
 Scotland,0.01939655172413793,native_country
 Nicaragua,0.01939655172413793,native_country
 Haiti,0.019189323607427054,native_country
 Guatemala,0.019189323607427054,native_country
 Vietnam,0.019189323607427054,native_country
 Japan,0.019106432360742706,native_country
 Greece,0.01865053050397878,native_country
 Cambodia,0.018526193633952255,native_country
 Laos,0.01807029177718833,native_country
 <=50K,0.759501015375689,income
 >50K,0.240498984624311,income
