Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.8,0.77,0.45,0.07
verw,0.89,0.79,0.48,0.03
sparkont,1.0,1.0,1.0,0.85
beszeit,0.96,0.94,0.82,0.22
rate,0.91,0.92,0.73,0.29
famges,1.0,0.99,0.98,0.72
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.93,0.92,0.77,0.28
verm,1.0,1.0,0.98,0.73
weitkred,0.53,0.59,0.27,0.08
wohn,1.0,1.0,0.99,0.82
bishkred,0.67,0.6,0.34,0.02
beruf,0.72,0.69,0.4,0.02
pers,0.58,0.67,0.41,0.21
telef,0.98,0.98,0.95,0.73
gastarb,1.0,1.0,0.99,0.9
kredit,0.84,0.88,0.73,0.43
