Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.77,0.72,0.4,0.09
verw,0.91,0.81,0.52,0.01
sparkont,1.0,1.0,1.0,0.89
beszeit,0.95,0.93,0.79,0.21
rate,0.92,0.92,0.75,0.32
famges,1.0,1.0,0.99,0.79
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.37
verm,1.0,1.0,0.99,0.79
weitkred,0.5,0.54,0.25,0.05
wohn,1.0,1.0,0.99,0.82
bishkred,0.67,0.59,0.33,0.01
beruf,0.74,0.71,0.41,0.02
pers,0.54,0.63,0.37,0.19
telef,0.96,0.97,0.92,0.65
gastarb,0.99,0.99,0.98,0.8
kredit,0.84,0.88,0.72,0.43
