37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, >50K
65, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,4714,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
78, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,8, Vietnam, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,7298,0,40, United-States, >50K
40, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Puerto-Rico, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, >50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,7687,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, India, >50K
25, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,10, United-States, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,35, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
58, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,25588,0,60, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,60, United-States, >50K
29, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
23, Local-gov, 1st-4th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Wife, White, Male,0,1912,47, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4397,0,40, United-States, >50K
49, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,8221,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, Italy, >50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
32, Private, Masters, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,54, United-States, >50K
54, Private, 9th, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,22, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
58, Local-gov, 12th, Divorced, Exec-managerial, Other-relative, White, Female,0,0,44, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,7687,0,45, United-States, >50K
41, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,42, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,60, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,9, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1902,35, United-States, >50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
53, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,5013,0,40, South, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,38, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
39, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,54, United-States, <=50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1886,30, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
32, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
34, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4514,0,40, United-States, >50K
27, Local-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Masters, Divorced, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,5375,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,3325,0,45, United-States, <=50K
34, Private, Bachelors, Divorced, Other-service, Husband, White, Male,8614,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
