Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.83,0.28
moral,0.8,0.77,0.44,0.11
verw,0.88,0.74,0.42,0.0
sparkont,0.77,0.76,0.4,0.11
beszeit,0.94,0.93,0.76,0.19
rate,0.91,0.91,0.71,0.3
famges,0.79,0.76,0.48,0.11
buerge,0.36,0.44,0.16,0.07
wohnzeit,0.93,0.93,0.78,0.32
verm,0.98,0.98,0.93,0.53
weitkred,0.51,0.56,0.26,0.06
wohn,0.74,0.78,0.48,0.19
bishkred,0.66,0.57,0.32,0.01
beruf,0.73,0.69,0.4,0.01
pers,0.68,0.76,0.52,0.28
telef,0.96,0.97,0.92,0.67
gastarb,0.26,0.37,0.15,0.08
kredit,0.84,0.88,0.73,0.43
