Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.77,0.73,0.4,0.08
verw,0.9,0.78,0.46,0.02
sparkont,1.0,1.0,1.0,0.88
beszeit,0.95,0.94,0.81,0.19
rate,0.93,0.93,0.78,0.36
famges,1.0,1.0,0.99,0.78
buerge,0.23,0.3,0.09,0.02
wohnzeit,0.93,0.92,0.77,0.34
verm,1.0,1.0,0.99,0.82
weitkred,0.47,0.49,0.23,0.02
wohn,1.0,1.0,0.99,0.85
bishkred,0.64,0.57,0.31,0.01
beruf,0.75,0.73,0.43,0.04
pers,0.5,0.6,0.33,0.17
telef,0.96,0.97,0.92,0.65
gastarb,1.0,1.0,0.99,0.9
kredit,0.82,0.87,0.7,0.41
