Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.9,0.87,0.68,0.12
moral,0.78,0.74,0.42,0.07
verw,0.9,0.79,0.48,0.01
sparkont,0.72,0.72,0.34,0.07
beszeit,0.94,0.92,0.76,0.14
rate,0.92,0.93,0.75,0.36
famges,0.79,0.76,0.48,0.09
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.92,0.76,0.33
verm,0.98,0.98,0.93,0.49
weitkred,0.5,0.55,0.25,0.06
wohn,0.73,0.77,0.47,0.18
bishkred,0.66,0.59,0.32,0.02
beruf,0.66,0.64,0.32,0.02
pers,0.46,0.56,0.3,0.15
telef,0.93,0.95,0.87,0.58
gastarb,0.19,0.29,0.11,0.05
kredit,0.82,0.87,0.7,0.41
