,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,18604.81
3,epoch,2,1250,1,17509.354
5,epoch,3,1250,1,16825.123
7,epoch,4,1250,1,16515.9
9,epoch,5,1250,1,16090.247
11,epoch,6,1250,1,15488.238
13,epoch,7,1250,1,15027.695
15,epoch,8,1250,1,14621.296
17,epoch,9,1250,1,13865.815
19,epoch,10,1250,1,12751.699
21,epoch,11,1250,1,11644.082
23,epoch,12,1250,1,10692.663
25,epoch,13,1250,1,9680.037
27,epoch,14,1250,1,8843.067
29,epoch,15,1250,1,8193.443
31,epoch,16,1250,1,7785.233
33,epoch,17,1250,1,7425.2886
35,epoch,18,1250,1,6973.384
37,epoch,19,1250,1,6441.781
39,epoch,20,1250,1,5834.2944
41,epoch,21,1250,1,5352.144
43,epoch,22,1250,1,5113.4033
45,epoch,23,1250,1,5006.1294
47,epoch,24,1250,1,4955.135
49,epoch,25,1250,1,4769.236
51,epoch,26,1250,1,4529.4033
53,epoch,27,1250,1,4226.147
55,epoch,28,1250,1,3953.311
57,epoch,29,1250,1,3633.7585
59,epoch,30,1250,1,3387.47
61,epoch,31,1250,1,3212.2686
63,epoch,32,1250,1,3125.2383
65,epoch,33,1250,1,3010.9507
67,epoch,34,1250,1,2911.4194
69,epoch,35,1250,1,2812.4365
71,epoch,36,1250,1,2690.0696
73,epoch,37,1250,1,2509.752
75,epoch,38,1250,1,2355.7227
77,epoch,39,1250,1,2206.946
79,epoch,40,1250,1,2087.3967
81,epoch,41,1250,1,2020.0433
83,epoch,42,1250,1,1974.1738
85,epoch,43,1250,1,1954.3767
87,epoch,44,1250,1,1917.7994
89,epoch,45,1250,1,1862.8539
91,epoch,46,1250,1,1803.9745
93,epoch,47,1250,1,1716.8936
95,epoch,48,1250,1,1652.8969
97,epoch,49,1250,1,1579.9758
99,epoch,50,1250,1,1530.8339
101,epoch,51,1250,1,1477.6554
103,epoch,52,1250,1,1434.8406
105,epoch,53,1250,1,1391.2999
107,epoch,54,1250,1,1351.8357
109,epoch,55,1250,1,1304.9745
111,epoch,56,1250,1,1267.7787
113,epoch,57,1250,1,1218.32
115,epoch,58,1250,1,1180.8938
117,epoch,59,1250,1,1146.4823
119,epoch,60,1250,1,1118.0302
121,epoch,61,1250,1,1093.0732
123,epoch,62,1250,1,1069.504
125,epoch,63,1250,1,1040.8345
127,epoch,64,1250,1,1007.277
129,epoch,65,1250,1,978.87964
131,epoch,66,1250,1,951.10535
133,epoch,67,1250,1,928.0251
135,epoch,68,1250,1,909.69293
137,epoch,69,1250,1,892.20215
139,epoch,70,1250,1,876.628
141,epoch,71,1250,1,863.8341
143,epoch,72,1250,1,849.465
145,epoch,73,1250,1,837.7092
147,epoch,74,1250,1,831.59924
149,epoch,75,1250,1,847.79834
151,epoch,76,1250,1,895.87195
153,epoch,77,1250,1,943.0347
155,epoch,78,1250,1,875.256
157,epoch,79,1250,1,776.9608
159,epoch,80,1250,1,831.03845
161,epoch,81,1250,1,847.26074
163,epoch,82,1250,1,758.82965
165,epoch,83,1250,1,789.8456
167,epoch,84,1250,1,802.0013
169,epoch,85,1250,1,735.7554
171,epoch,86,1250,1,770.18884
173,epoch,87,1250,1,759.2415
175,epoch,88,1250,1,713.89764
177,epoch,89,1250,1,747.97894
179,epoch,90,1250,1,720.0804
181,epoch,91,1250,1,697.0807
183,epoch,92,1250,1,723.53094
185,epoch,93,1250,1,691.25684
187,epoch,94,1250,1,684.6071
189,epoch,95,1250,1,698.1937
191,epoch,96,1250,1,669.33624
193,epoch,97,1250,1,672.0293
195,epoch,98,1250,1,674.8606
197,epoch,99,1250,1,652.9468
199,epoch,100,1250,1,659.8654
201,epoch,101,1250,1,656.6888
203,epoch,102,1250,1,645.95544
205,epoch,103,1250,1,656.93506
207,epoch,104,1250,1,663.1678
209,epoch,105,1250,1,677.48724
211,epoch,106,1250,1,712.5626
213,epoch,107,1250,1,712.7951
215,epoch,108,1250,1,671.89246
217,epoch,109,1250,1,624.99
219,epoch,110,1250,1,622.4084
221,epoch,111,1250,1,657.1683
223,epoch,112,1250,1,648.3275
225,epoch,113,1250,1,607.6585
227,epoch,114,1250,1,607.06366
229,epoch,115,1250,1,625.8335
231,epoch,116,1250,1,618.5404
233,epoch,117,1250,1,597.572
235,epoch,118,1250,1,592.49866
237,epoch,119,1250,1,603.20215
239,epoch,120,1250,1,601.7971
241,epoch,121,1250,1,583.0732
243,epoch,122,1250,1,579.46356
245,epoch,123,1250,1,590.00183
247,epoch,124,1250,1,584.15125
249,epoch,125,1250,1,570.348
251,epoch,126,1250,1,571.0864
253,epoch,127,1250,1,575.2702
255,epoch,128,1250,1,570.2788
257,epoch,129,1250,1,563.5854
259,epoch,130,1250,1,560.4093
261,epoch,131,1250,1,561.6553
263,epoch,132,1250,1,561.76935
265,epoch,133,1250,1,556.0786
267,epoch,134,1250,1,551.2917
269,epoch,135,1250,1,552.49994
271,epoch,136,1250,1,554.5761
273,epoch,137,1250,1,556.9551
275,epoch,138,1250,1,561.5756
277,epoch,139,1250,1,588.011
279,epoch,140,1250,1,641.6803
281,epoch,141,1250,1,714.9612
283,epoch,142,1250,1,705.5923
285,epoch,143,1250,1,594.3463
287,epoch,144,1250,1,538.7525
289,epoch,145,1250,1,610.5853
291,epoch,146,1250,1,635.58936
293,epoch,147,1250,1,551.8544
295,epoch,148,1250,1,540.6089
297,epoch,149,1250,1,597.38324
299,epoch,150,1250,1,567.6299
301,epoch,151,1250,1,525.6512
303,epoch,152,1250,1,560.64496
305,epoch,153,1250,1,563.38574
307,epoch,154,1250,1,524.4437
309,epoch,155,1250,1,536.1555
311,epoch,156,1250,1,551.8304
313,epoch,157,1250,1,525.4645
315,epoch,158,1250,1,522.6571
317,epoch,159,1250,1,539.20264
319,epoch,160,1250,1,524.4624
321,epoch,161,1250,1,514.2566
323,epoch,162,1250,1,527.53326
325,epoch,163,1250,1,522.8085
327,epoch,164,1250,1,509.475
329,epoch,165,1250,1,517.0255
331,epoch,166,1250,1,519.1789
333,epoch,167,1250,1,507.16696
335,epoch,168,1250,1,508.63654
337,epoch,169,1250,1,513.8771
339,epoch,170,1250,1,505.97287
341,epoch,171,1250,1,502.6428
343,epoch,172,1250,1,507.33612
345,epoch,173,1250,1,504.594
347,epoch,174,1250,1,499.34018
349,epoch,175,1250,1,500.60828
351,epoch,176,1250,1,501.5877
353,epoch,177,1250,1,497.88507
355,epoch,178,1250,1,495.38205
357,epoch,179,1250,1,496.85434
359,epoch,180,1250,1,496.41565
361,epoch,181,1250,1,492.71744
363,epoch,182,1250,1,491.94012
365,epoch,183,1250,1,492.95673
367,epoch,184,1250,1,491.26508
369,epoch,185,1250,1,489.0262
371,epoch,186,1250,1,488.38773
373,epoch,187,1250,1,488.5388
375,epoch,188,1250,1,487.58783
377,epoch,189,1250,1,485.46246
379,epoch,190,1250,1,484.67108
381,epoch,191,1250,1,484.72165
383,epoch,192,1250,1,483.76645
385,epoch,193,1250,1,482.45227
387,epoch,194,1250,1,481.22397
389,epoch,195,1250,1,480.82852
391,epoch,196,1250,1,480.51688
393,epoch,197,1250,1,479.42538
395,epoch,198,1250,1,478.40524
397,epoch,199,1250,1,477.69244
399,epoch,200,1250,1,477.51337
401,epoch,201,1250,1,478.00967
403,epoch,202,1250,1,478.91443
405,epoch,203,1250,1,482.7594
407,epoch,204,1250,1,492.35544
409,epoch,205,1250,1,516.6922
411,epoch,206,1250,1,568.20074
413,epoch,207,1250,1,648.9179
415,epoch,208,1250,1,705.90967
417,epoch,209,1250,1,618.7574
419,epoch,210,1250,1,485.78412
421,epoch,211,1250,1,509.2832
423,epoch,212,1250,1,592.8578
425,epoch,213,1250,1,542.1364
427,epoch,214,1250,1,468.5454
