Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.92,0.77,0.2
moral,0.81,0.77,0.46,0.09
verw,0.89,0.77,0.46,0.01
sparkont,0.78,0.77,0.41,0.11
beszeit,0.95,0.93,0.78,0.19
rate,0.9,0.9,0.7,0.27
famges,0.83,0.82,0.56,0.17
buerge,0.34,0.42,0.15,0.07
wohnzeit,0.94,0.93,0.78,0.33
verm,0.98,0.98,0.94,0.53
weitkred,0.55,0.6,0.29,0.07
wohn,0.74,0.78,0.49,0.19
bishkred,0.68,0.62,0.35,0.04
beruf,0.73,0.7,0.4,0.02
pers,0.58,0.67,0.41,0.21
telef,0.97,0.98,0.95,0.71
gastarb,0.35,0.46,0.21,0.11
kredit,0.87,0.9,0.77,0.47
