Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.93,0.81,0.23
moral,0.79,0.75,0.43,0.08
verw,0.9,0.8,0.51,0.03
sparkont,0.75,0.75,0.38,0.1
beszeit,0.95,0.93,0.78,0.18
rate,0.92,0.92,0.74,0.31
famges,0.8,0.78,0.5,0.11
buerge,0.32,0.4,0.14,0.04
wohnzeit,0.92,0.91,0.74,0.3
verm,0.99,0.99,0.97,0.68
weitkred,0.51,0.56,0.26,0.06
wohn,0.77,0.8,0.53,0.2
bishkred,0.66,0.59,0.32,0.01
beruf,0.71,0.69,0.38,0.03
pers,0.62,0.7,0.45,0.24
telef,0.95,0.97,0.91,0.65
gastarb,0.35,0.46,0.21,0.11
kredit,0.86,0.9,0.76,0.46
