Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.94,0.55
moral,0.79,0.74,0.43,0.07
verw,0.89,0.78,0.46,0.01
sparkont,0.95,0.95,0.81,0.34
beszeit,0.95,0.92,0.78,0.16
rate,0.91,0.91,0.71,0.29
famges,0.94,0.94,0.8,0.35
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.76
weitkred,0.49,0.54,0.24,0.06
wohn,0.91,0.92,0.76,0.37
bishkred,0.65,0.57,0.32,0.01
beruf,0.69,0.67,0.35,0.02
pers,0.48,0.58,0.32,0.16
telef,0.98,0.98,0.96,0.74
gastarb,0.2,0.3,0.11,0.06
kredit,0.8,0.85,0.67,0.38
