Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.43
moral,0.78,0.75,0.42,0.09
verw,0.9,0.8,0.5,0.01
sparkont,0.96,0.96,0.84,0.41
beszeit,0.95,0.93,0.79,0.16
rate,0.94,0.93,0.78,0.34
famges,0.95,0.95,0.83,0.42
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.93,0.78,0.32
verm,1.0,1.0,0.98,0.74
weitkred,0.5,0.56,0.25,0.07
wohn,0.74,0.78,0.49,0.19
bishkred,0.67,0.6,0.34,0.03
beruf,0.71,0.68,0.38,0.02
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.92,0.67
gastarb,0.25,0.36,0.14,0.07
kredit,0.84,0.88,0.72,0.43
