Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.81,0.77,0.46,0.08
verw,0.91,0.81,0.54,0.02
sparkont,1.0,0.99,0.98,0.71
beszeit,0.94,0.92,0.77,0.15
rate,0.93,0.92,0.76,0.3
famges,0.99,0.99,0.98,0.7
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.76,0.33
verm,1.0,1.0,0.99,0.84
weitkred,0.56,0.6,0.29,0.07
wohn,0.99,0.99,0.98,0.74
bishkred,0.68,0.61,0.35,0.02
beruf,0.75,0.72,0.43,0.02
pers,0.6,0.69,0.43,0.23
telef,0.95,0.97,0.91,0.64
gastarb,0.99,0.99,0.97,0.79
kredit,0.85,0.89,0.74,0.44
