Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.41
moral,0.82,0.79,0.47,0.11
verw,0.88,0.75,0.42,0.0
sparkont,0.96,0.95,0.82,0.38
beszeit,0.95,0.94,0.8,0.22
rate,0.92,0.92,0.73,0.34
famges,0.95,0.95,0.83,0.4
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.93,0.93,0.78,0.34
verm,1.0,1.0,0.98,0.74
weitkred,0.53,0.59,0.27,0.08
wohn,0.75,0.78,0.5,0.18
bishkred,0.68,0.62,0.34,0.04
beruf,0.72,0.69,0.39,0.02
pers,0.55,0.65,0.38,0.2
telef,0.96,0.97,0.93,0.68
gastarb,0.29,0.4,0.17,0.09
kredit,0.85,0.89,0.74,0.44
