Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.48
moral,0.77,0.73,0.41,0.06
verw,0.88,0.76,0.46,0.0
sparkont,0.91,0.91,0.67,0.26
beszeit,0.95,0.94,0.8,0.22
rate,0.89,0.89,0.67,0.25
famges,0.9,0.9,0.7,0.27
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.93,0.77,0.29
verm,0.99,0.99,0.97,0.7
weitkred,0.53,0.56,0.27,0.05
wohn,0.88,0.89,0.71,0.32
bishkred,0.66,0.59,0.33,0.02
beruf,0.74,0.71,0.42,0.02
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.71
gastarb,0.72,0.79,0.56,0.31
kredit,0.84,0.88,0.72,0.42
