Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.97,0.66
moral,0.79,0.75,0.43,0.06
verw,0.89,0.77,0.45,0.01
sparkont,0.95,0.94,0.78,0.34
beszeit,0.95,0.93,0.79,0.19
rate,0.88,0.88,0.65,0.25
famges,0.94,0.93,0.79,0.35
buerge,0.3,0.38,0.12,0.04
wohnzeit,0.92,0.91,0.75,0.28
verm,1.0,1.0,0.99,0.76
weitkred,0.5,0.56,0.25,0.06
wohn,0.86,0.88,0.67,0.3
bishkred,0.64,0.57,0.31,0.01
beruf,0.71,0.69,0.38,0.03
pers,0.48,0.58,0.32,0.16
telef,0.94,0.95,0.88,0.6
gastarb,0.21,0.31,0.12,0.06
kredit,0.86,0.89,0.75,0.45
