56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
39, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,45, Iran, >50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,30442,0,40, El-Salvador, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
61, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,48, El-Salvador, >50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
25, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,4728,0,40, Yugoslavia, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
34, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Nicaragua, >50K
31, Private, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,54, Cambodia, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Poland, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Own-child, Black, Female,0,0,41, Vietnam, <=50K
25, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,35, Columbia, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,54, Yugoslavia, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
48, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,3097,0,40, Yugoslavia, <=50K
25, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Jamaica, <=50K
33, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
