,type,this_epoch,total_epochs,batch_num,loss
10,epoch,1,50,10,364760.8
21,epoch,2,50,10,78443.87
32,epoch,3,50,10,41726.23
43,epoch,4,50,10,23305.89
54,epoch,5,50,10,15244.786
65,epoch,6,50,10,11183.119
76,epoch,7,50,10,8814.019
87,epoch,8,50,10,7299.4414
98,epoch,9,50,10,6275.6694
109,epoch,10,50,10,5489.4033
120,epoch,11,50,10,4884.591
131,epoch,12,50,10,4391.154
142,epoch,13,50,10,3983.0369
153,epoch,14,50,10,3644.664
164,epoch,15,50,10,3364.2917
175,epoch,16,50,10,3130.1694
186,epoch,17,50,10,2931.4602
197,epoch,18,50,10,2759.7124
208,epoch,19,50,10,2608.9265
219,epoch,20,50,10,2474.4453
230,epoch,21,50,10,2354.8586
241,epoch,22,50,10,2246.577
252,epoch,23,50,10,2148.4792
263,epoch,24,50,10,2059.075
274,epoch,25,50,10,1977.7041
285,epoch,26,50,10,1903.2291
296,epoch,27,50,10,1834.6041
307,epoch,28,50,10,1771.3759
318,epoch,29,50,10,1712.6514
329,epoch,30,50,10,1657.8743
340,epoch,31,50,10,1606.683
351,epoch,32,50,10,1559.44
362,epoch,33,50,10,1515.5143
373,epoch,34,50,10,1474.2269
384,epoch,35,50,10,1435.143
395,epoch,36,50,10,1399.0629
406,epoch,37,50,10,1364.9174
417,epoch,38,50,10,1332.7021
428,epoch,39,50,10,1302.9263
439,epoch,40,50,10,1274.1187
450,epoch,41,50,10,1246.8615
461,epoch,42,50,10,1220.8967
472,epoch,43,50,10,1197.0656
483,epoch,44,50,10,1173.9935
494,epoch,45,50,10,1151.6053
505,epoch,46,50,10,1129.8293
516,epoch,47,50,10,1109.7307
527,epoch,48,50,10,1090.06
538,epoch,49,50,10,1070.2495
549,epoch,50,50,10,1055.1464
