Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.82,0.8,0.48,0.1
verw,0.89,0.79,0.48,0.01
sparkont,1.0,1.0,0.99,0.81
beszeit,0.94,0.92,0.75,0.17
rate,0.91,0.91,0.72,0.33
famges,1.0,1.0,0.98,0.72
buerge,0.33,0.4,0.14,0.04
wohnzeit,0.95,0.95,0.82,0.37
verm,1.0,1.0,0.99,0.85
weitkred,0.49,0.54,0.24,0.05
wohn,1.0,1.0,0.99,0.85
bishkred,0.66,0.58,0.33,0.01
beruf,0.72,0.71,0.4,0.03
pers,0.59,0.68,0.42,0.22
telef,0.95,0.97,0.91,0.64
gastarb,1.0,1.0,0.99,0.88
kredit,0.82,0.87,0.7,0.41
