laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 36 4 3 5320 5 5 4 3 1 2 3 38 3 3 2 4 2 2 2 1
4 12 2 3 1965 5 3 4 2 1 2 1 30 3 3 1 3 2 1 2 1
3 15 4 2 1514 4 5 4 1 1 4 3 44 3 1 2 3 1 2 2 1
2 24 3 6 1221 5 5 4 3 1 4 1 57 3 3 2 3 2 2 1 1
2 36 2 9 3822 1 3 4 4 1 3 4 42 3 1 2 3 2 2 1 0
2 30 4 1 6130 2 4 2 4 1 4 2 24 3 1 2 3 2 1 1 1
2 24 2 3 1987 3 2 4 2 1 1 1 22 3 3 1 3 2 2 2 0
3 24 4 0 11912 5 1 2 1 1 2 3 39 3 1 2 4 2 2 2 0
1 15 2 3 400 3 5 4 2 1 4 4 23 1 1 1 3 2 2 2 1
3 11 4 0 1390 3 4 4 4 1 4 4 35 3 3 2 2 2 1 1 1
2 15 2 3 3543 4 3 2 2 1 2 1 29 3 2 1 3 2 2 2 1
3 12 2 9 5960 3 4 2 2 3 2 3 32 1 1 1 3 2 1 2 1
4 12 3 2 3626 3 5 1 2 1 4 3 28 3 3 3 3 2 2 1 1
3 12 2 3 3472 4 4 2 4 1 3 4 37 3 1 1 2 2 2 2 1
1 24 2 2 6761 2 3 1 1 1 4 2 54 2 1 1 3 2 2 1 0
3 15 4 2 958 3 3 2 4 1 3 3 25 1 1 2 3 2 1 1 1
3 9 4 0 1500 5 3 4 2 1 2 2 34 3 1 2 4 2 2 2 0
4 6 2 2 3003 3 3 2 1 1 2 4 32 3 2 1 4 2 2 2 1
4 18 3 9 2630 3 3 2 1 1 3 3 29 3 2 2 3 2 2 2 0
3 6 4 9 1451 3 5 1 3 1 4 2 31 1 2 2 3 1 2 1 1
1 15 2 3 4644 1 1 3 1 1 2 4 40 3 3 1 4 2 2 2 0
3 12 2 3 2186 2 3 4 3 1 3 1 29 3 1 1 3 2 1 1 0
3 24 3 9 2040 3 3 4 4 1 2 4 33 3 2 2 3 2 2 1 1
2 36 2 2 9016 3 2 1 3 1 1 3 29 2 1 1 4 2 1 1 0
2 36 2 1 3888 1 1 4 1 1 1 4 30 3 3 4 3 2 2 2 1
1 24 4 1 3620 5 3 2 4 1 4 3 22 3 1 1 3 2 1 1 1
1 30 2 9 8475 1 4 2 1 1 2 3 48 2 3 2 3 2 1 2 0
1 24 3 0 2578 1 5 4 3 1 3 2 47 2 3 2 3 1 1 1 1
3 60 2 3 7454 1 3 4 3 2 1 4 27 3 2 1 2 2 1 2 1
1 12 4 0 1132 4 4 4 4 1 3 2 28 1 2 2 3 1 1 1 0
4 15 2 3 1216 4 5 4 3 1 4 1 47 3 2 1 3 1 2 2 1
1 18 2 0 1223 5 2 4 2 1 4 1 23 3 1 1 3 2 2 1 0
1 10 2 0 1249 1 5 1 1 1 4 4 48 3 1 1 2 1 1 2 0
4 21 4 1 3344 4 5 1 4 1 4 4 36 3 2 1 4 2 2 2 1
2 30 4 1 3864 3 3 4 3 1 2 4 40 3 3 1 4 2 2 2 1
1 18 0 1 6758 5 3 2 1 1 4 4 71 3 3 2 3 2 1 1 0
4 48 3 3 3578 2 5 4 3 1 2 3 46 3 3 1 3 2 2 2 1
2 24 2 3 6135 2 3 3 2 1 2 2 44 3 1 1 4 2 2 1 0
4 15 4 9 2904 1 4 2 2 1 4 1 24 3 2 2 3 2 1 1 1
1 48 1 0 7762 1 4 4 4 1 4 4 42 1 3 1 4 1 1 1 0
3 24 2 2 3340 5 2 1 4 1 1 3 23 3 1 1 2 2 1 2 0
2 12 2 0 2393 1 5 4 3 1 3 1 50 3 3 1 4 2 2 2 1
1 18 0 2 3093 1 2 2 4 1 4 4 26 3 1 1 3 2 1 2 0
2 6 3 3 927 2 3 3 2 1 2 1 24 3 1 4 3 2 1 2 1
3 24 4 0 1198 3 5 4 4 1 4 3 60 2 3 2 2 1 1 2 0
1 30 3 0 1924 3 4 4 1 1 3 2 30 3 2 2 4 2 2 2 0
1 48 1 6 6328 1 5 4 1 1 4 4 49 1 3 1 3 2 1 2 1
2 24 2 1 11630 1 3 1 2 3 4 1 23 1 1 2 2 2 2 2 0
3 12 4 0 1499 1 1 4 1 1 4 3 38 3 3 2 2 1 1 2 1
1 36 3 2 2619 2 3 4 2 1 2 3 27 3 1 2 3 2 1 2 1
1 21 0 0 5151 2 3 1 3 1 4 3 29 3 1 2 3 2 2 2 0
3 15 4 3 1374 1 3 4 3 1 2 3 31 3 3 2 3 2 1 1 1
3 30 4 5 2576 2 4 4 4 1 2 4 41 1 1 2 3 1 1 2 1
3 18 3 3 2525 1 5 4 3 1 4 1 65 3 2 2 3 1 1 2 0
3 36 2 0 2866 3 4 4 4 1 3 3 30 3 1 1 3 2 1 1 1
1 15 2 0 2595 2 3 1 2 1 4 4 23 3 1 1 2 2 1 2 1
1 9 4 0 2120 5 1 2 3 1 4 1 48 3 3 2 3 2 2 2 1
3 24 2 3 12588 3 4 4 3 1 3 4 43 3 3 1 4 2 1 2 0
3 12 4 3 2315 5 5 4 3 1 1 3 49 3 2 1 3 2 2 2 1
4 15 2 3 2611 4 3 1 2 1 2 3 25 3 1 1 2 2 1 2 1
2 18 2 3 626 2 5 4 2 1 2 2 31 3 2 2 4 2 2 2 1
1 12 4 1 3487 4 5 2 2 1 3 4 37 3 2 2 2 1 1 2 1
4 6 4 3 1764 2 3 1 2 1 2 1 34 3 2 2 2 2 1 1 1
4 36 4 1 9343 3 4 2 3 1 4 2 31 1 3 2 4 2 2 1 0
1 18 2 6 1544 1 2 4 1 1 1 1 43 3 3 1 2 1 1 1 1
1 24 2 0 1364 4 3 4 4 1 4 1 25 3 3 1 3 2 1 2 0
4 6 4 2 1203 1 3 1 1 1 2 1 27 3 2 2 3 2 1 1 1
3 4 4 3 3184 1 4 2 4 1 1 1 37 3 1 1 3 1 1 1 1
3 18 2 3 1920 3 4 3 3 1 4 4 36 1 1 1 4 2 2 1 1
2 6 4 3 1371 3 3 1 1 1 3 1 28 3 2 1 3 2 2 1 1
4 36 3 9 3060 5 3 4 3 1 4 2 36 3 2 1 3 2 1 2 1
2 12 4 6 700 5 5 4 1 3 3 4 35 3 2 2 3 2 1 1 0
2 24 3 2 2080 1 1 3 2 1 2 2 34 1 1 2 4 2 2 1 0
1 42 2 10 7792 2 4 2 4 3 4 4 45 3 2 1 3 1 1 1 1
4 36 2 0 887 5 5 4 2 1 3 2 36 1 1 1 3 2 1 2 1
1 24 4 0 6154 2 1 3 3 1 3 4 27 3 1 2 4 2 2 2 1
3 18 2 5 2990 4 4 1 3 1 4 2 40 3 2 1 3 2 1 1 1
3 24 1 6 2984 2 5 4 3 1 4 4 49 3 3 1 3 1 2 1 1
3 12 2 3 2926 3 3 1 2 1 2 2 24 3 1 1 3 2 1 1 1
1 24 2 9 2328 3 4 2 1 1 3 4 32 3 2 4 2 2 1 2 1
3 36 4 3 3286 4 5 4 2 1 2 2 50 3 3 1 3 2 2 2 1
