Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.95,0.63
moral,0.79,0.75,0.43,0.08
verw,0.91,0.81,0.52,0.01
sparkont,0.95,0.95,0.81,0.35
beszeit,0.94,0.92,0.77,0.17
rate,0.92,0.92,0.74,0.34
famges,0.94,0.94,0.81,0.39
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.92,0.92,0.75,0.32
verm,1.0,1.0,1.0,0.91
weitkred,0.49,0.54,0.24,0.05
wohn,0.88,0.9,0.72,0.32
bishkred,0.66,0.58,0.32,0.01
beruf,0.67,0.65,0.34,0.02
pers,0.51,0.61,0.34,0.18
telef,0.93,0.95,0.88,0.59
gastarb,0.22,0.32,0.12,0.06
kredit,0.79,0.84,0.65,0.37
