sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Male,25 - 45,African-American,0,1,0,18.0,0.0,F,Interfere W/Traf Cont Dev RR,1,0,Possession Burglary Tools,17,High,1
Male,25 - 45,African-American,0,0,0,2.0,-1.0,M,Aiding Escape,1,0,Possession Burglary Tools,2,Medium,0
Male,25 - 45,Caucasian,0,0,0,0.0,0.0,M,Driving Under The Influence,0,0,Felony Battery w/Prior Convict,0,Low,0
Male,Less than 25,African-American,0,0,0,0.0,0.0,M,Disorderly Conduct,1,0,Felony Battery w/Prior Convict,0,Low,1
Male,25 - 45,African-American,0,1,0,9.0,-16.20471630430505,F,arrest case no charge,0,0,,9,Medium,0
Male,25 - 45,African-American,0,0,2,3.0,0.0,M,Grand Theft of the 2nd Degree,1,0,Possession Burglary Tools,3,Medium,0
Male,25 - 45,Hispanic,0,0,0,2.0,-1.0,F,arrest case no charge,1,1,Battery,2,Medium,1
Male,Greater than 45,African-American,0,0,0,8.0,-1.0,F,Felony Battery w/Prior Convict,1,0,Possession Burglary Tools,8,Low,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,M,Driving Under The Influence,0,0,Felony Battery w/Prior Convict,0,Low,0
Male,25 - 45,African-American,0,0,0,11.0,-1.0,F,Tresspass Struct/Conveyance,1,0,Possession Burglary Tools,11,Medium,1
Male,Greater than 45,African-American,0,0,0,12.0,-1.0,M,Poss Oxycodone W/Int/Sell/Del,0,0,Possession Burglary Tools,12,Medium,0
Male,25 - 45,Caucasian,0,0,0,1.0,-1.0,F,False Ownership Info/Pawn Item,0,0,Possession Burglary Tools,1,High,0
Male,25 - 45,Caucasian,0,0,0,9.0,-1.0,F,Felony Petit Theft,1,0,Possession Burglary Tools,9,High,1
Male,25 - 45,African-American,0,0,0,1.0,-1.0,F,Burglary Structure Unoccup,1,0,Possession Burglary Tools,1,Low,1
Male,25 - 45,African-American,0,1,0,3.0,-1.0,M,arrest case no charge,1,0,Possession Burglary Tools,3,Medium,1
Female,25 - 45,Caucasian,0,0,0,0.0,-2.0,M,Driving Under The Influence,0,0,Felony Battery w/Prior Convict,0,Low,0
Male,25 - 45,African-American,0,0,0,0.0,-1.0,F,Tampering With Physical Evidence,0,0,Felony Battery w/Prior Convict,0,Low,0
Female,25 - 45,Caucasian,0,0,0,6.0,-1.0,F,arrest case no charge,0,0,,6,Medium,0
Male,25 - 45,African-American,1,5,1,14.0,-1.0,F,Agg Fleeing/Eluding High Speed,1,1,Unauth C/P/S Sounds>1000/Audio,14,High,1
Male,Greater than 45,Caucasian,0,0,0,1.0,0.0,F,Battery Spouse Or Girlfriend,0,0,Possession Burglary Tools,1,Low,0
Male,25 - 45,African-American,0,0,0,5.0,-1.0,F,Felony Battery w/Prior Convict,0,0,Possession Burglary Tools,5,Medium,0
Male,Less than 25,African-American,0,0,0,1.0,-1.0,F,arrest case no charge,0,0,,1,Medium,0
Male,Less than 25,African-American,0,0,0,0.0,0.0,M,Poss F/Arm Delinq,0,0,Battery,0,Low,0
Male,25 - 45,African-American,0,0,0,8.0,-1.0,M,Unlicensed Telemarketing,0,0,,8,Low,0
Male,25 - 45,African-American,0,3,4,15.0,-1.0,F,Cruelty Toward Child,1,0,Possession Of Paraphernalia,15,Medium,1
Male,25 - 45,African-American,0,0,0,9.0,-1.0,F,Lewd/Lasc Battery Pers 12+/<16,1,0,Possession Burglary Tools,9,Low,1
Male,25 - 45,African-American,1,0,1,12.0,-1.0,M,Unlaw LicTag/Sticker Attach,1,0,S/M/D/P/W/Int 1000 Sch/Child C,12,High,1
Male,Less than 25,Caucasian,0,0,1,1.0,-1.0,F,Poss Contr Subst W/o Prescript,0,0,,1,Medium,0
Male,25 - 45,Caucasian,0,0,0,0.0,0.0,F,Crimin Mischief Damage $1000+,0,0,Battery,0,Low,0
Male,Greater than 45,African-American,0,0,0,3.0,0.0,M,Expired DL More Than 6 Months,1,0,Possession Burglary Tools,3,Medium,1
Male,25 - 45,Hispanic,0,0,0,5.0,0.0,F,Battery on a Person Over 65,1,1,Aggravated Battery / Pregnant,5,Medium,1
Male,25 - 45,African-American,0,0,0,9.0,0.0,F,Possession of Cannabis,1,0,Possession Burglary Tools,9,Medium,1
Female,25 - 45,African-American,0,0,0,9.0,-1.0,F,Felony Petit Theft,1,1,Battery,9,High,1
Female,25 - 45,Hispanic,0,0,0,0.0,-1.0,M,Del Cannabis At/Near Park,1,0,Felony Battery w/Prior Convict,0,Low,0
Male,25 - 45,Caucasian,0,0,0,2.0,-1.0,M,Solicit Deliver Cocaine,0,0,,2,Low,0
Male,Less than 25,Caucasian,0,0,0,0.0,-1.0,F,Grand Theft in the 3rd Degree,0,0,Felony Battery w/Prior Convict,0,Low,1
Male,25 - 45,Other,0,0,0,0.0,-1.0,F,False Bomb Report,0,0,Felony Battery w/Prior Convict,0,Low,0
Male,25 - 45,African-American,0,1,3,7.0,-1.0,F,Dealing in Stolen Property,1,1,Unauth C/P/S Sounds>1000/Audio,7,High,1
Male,25 - 45,Caucasian,0,0,0,7.0,-1.0,M,Battery,1,1,Felony Battery w/Prior Convict,7,High,1
Male,Less than 25,African-American,0,1,0,1.0,0.0,M,Assault,1,1,Felony Battery w/Prior Convict,1,High,0
Male,Greater than 45,Hispanic,0,0,0,1.0,-11.0,F,Cruelty Toward Child,0,0,Possession Burglary Tools,1,Low,0
Male,25 - 45,Caucasian,0,0,0,1.0,-1.0,M,Del Cannabis At/Near Park,0,0,Possession Burglary Tools,1,Low,0
Male,Less than 25,Caucasian,1,0,0,1.0,-1.0,F,arrest case no charge,1,0,Possession Burglary Tools,1,Low,1
Male,Greater than 45,Caucasian,0,0,0,2.0,-1.0,F,Solicit Deliver Cocaine,0,0,Possession Burglary Tools,2,Low,0
Male,25 - 45,African-American,8,0,0,14.0,-1.0,F,Burglary Conveyance Unoccup,1,0,Possession Burglary Tools,14,Medium,1
Male,Less than 25,Asian,0,0,0,0.0,-1.0,M,Possession Of Cocaine,0,0,Battery,0,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,0.0,M,Disorderly Conduct,0,0,Felony Battery w/Prior Convict,0,Low,0
Male,Less than 25,Caucasian,0,0,0,6.0,-1.0,F,Crimin Mischief Damage $1000+,1,0,Possession Burglary Tools,6,High,1
Male,25 - 45,Hispanic,0,0,0,1.0,-3.0,M,Driving Under The Influence,0,0,Possession Burglary Tools,1,Low,0
Female,25 - 45,African-American,0,0,0,1.0,-1.0,F,Grand Theft in the 3rd Degree,0,0,Possession Burglary Tools,1,Low,0
Male,25 - 45,Other,0,0,0,2.0,0.0,F,Viol Injunct Domestic Violence,1,0,Possession Burglary Tools,2,Low,1
Male,Greater than 45,Other,0,0,0,0.0,-1.0,M,Possession Of Alprazolam,0,0,Felony Battery w/Prior Convict,0,Low,0
Male,25 - 45,African-American,1,0,0,15.0,-1.0,F,arrest case no charge,0,0,,15,High,0
Male,Less than 25,African-American,0,2,0,13.0,-1.0,F,Battery,1,1,Sexual Battery Victim 12 Yrs +,14,High,1
Male,25 - 45,Caucasian,0,0,3,10.0,0.0,M,Battery,1,1,Resist Officer w/Violence,10,High,1
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,"Poss3,4 Methylenedioxymethcath",1,0,Felony Battery w/Prior Convict,0,Medium,1
Male,25 - 45,African-American,0,0,0,1.0,-30.0,M,arrest case no charge,1,1,Battery,1,High,1
