Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.79,0.75,0.43,0.06
verw,0.89,0.79,0.47,0.01
sparkont,1.0,0.99,0.98,0.71
beszeit,0.95,0.93,0.78,0.18
rate,0.92,0.92,0.73,0.32
famges,0.99,0.99,0.97,0.66
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.76,0.33
verm,1.0,1.0,0.99,0.84
weitkred,0.55,0.59,0.29,0.06
wohn,1.0,1.0,0.99,0.81
bishkred,0.66,0.59,0.32,0.02
beruf,0.72,0.7,0.39,0.03
pers,0.6,0.69,0.43,0.23
telef,0.97,0.98,0.95,0.72
gastarb,0.99,0.99,0.97,0.79
kredit,0.86,0.89,0.75,0.45
