Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.78,0.75,0.42,0.08
verw,0.9,0.8,0.54,0.01
sparkont,1.0,1.0,1.0,0.85
beszeit,0.94,0.92,0.75,0.17
rate,0.91,0.91,0.72,0.26
famges,1.0,0.99,0.98,0.73
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.99,0.83
weitkred,0.5,0.56,0.25,0.07
wohn,0.99,1.0,0.98,0.79
bishkred,0.66,0.6,0.33,0.03
beruf,0.75,0.71,0.43,0.02
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.92,0.67
gastarb,0.99,0.99,0.97,0.79
kredit,0.85,0.89,0.73,0.44
