Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.95,0.58
moral,0.8,0.76,0.45,0.07
verw,0.89,0.77,0.46,0.01
sparkont,0.94,0.94,0.77,0.35
beszeit,0.95,0.94,0.8,0.22
rate,0.9,0.9,0.69,0.26
famges,0.94,0.94,0.8,0.37
buerge,0.32,0.39,0.13,0.03
wohnzeit,0.93,0.93,0.78,0.35
verm,1.0,1.0,0.99,0.8
weitkred,0.51,0.56,0.26,0.06
wohn,0.95,0.96,0.87,0.49
bishkred,0.68,0.62,0.34,0.03
beruf,0.73,0.7,0.4,0.02
pers,0.59,0.68,0.42,0.22
telef,0.95,0.96,0.91,0.64
gastarb,0.86,0.89,0.75,0.45
kredit,0.86,0.9,0.76,0.46
