Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.18
moral,0.78,0.74,0.42,0.09
verw,0.9,0.8,0.52,0.01
sparkont,0.75,0.75,0.37,0.06
beszeit,0.94,0.91,0.75,0.16
rate,0.92,0.92,0.75,0.32
famges,0.8,0.77,0.5,0.12
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.93,0.93,0.77,0.31
verm,0.97,0.97,0.88,0.42
weitkred,0.48,0.54,0.24,0.05
wohn,0.73,0.77,0.48,0.17
bishkred,0.67,0.6,0.34,0.02
beruf,0.7,0.68,0.37,0.02
pers,0.6,0.69,0.43,0.23
telef,0.97,0.98,0.95,0.71
gastarb,0.26,0.37,0.15,0.08
kredit,0.86,0.89,0.75,0.45
