value,frequency,column
4,0.395,laufkont
2,0.2775,laufkont
1,0.2625,laufkont
3,0.065,laufkont
2,0.5275,moral
4,0.29,moral
3,0.0925,moral
1,0.0475,moral
0,0.0425,moral
3,0.27625,verw
0,0.23375,verw
2,0.1825,verw
1,0.105,verw
9,0.09875,verw
6,0.04875,verw
5,0.02125,verw
4,0.01375,verw
10,0.0125,verw
8,0.0075,verw
1,0.6025,sparkont
5,0.18125,sparkont
2,0.10125,sparkont
3,0.06625,sparkont
4,0.04875,sparkont
3,0.33,beszeit
5,0.24625,beszeit
2,0.18125,beszeit
4,0.175,beszeit
1,0.0675,beszeit
4,0.47125,rate
2,0.225,rate
3,0.16125,rate
1,0.1425,rate
3,0.5425,famges
2,0.315,famges
4,0.0925,famges
1,0.05,famges
1,0.915,buerge
3,0.04625,buerge
2,0.03875,buerge
4,0.40875,wohnzeit
2,0.31,wohnzeit
3,0.1425,wohnzeit
1,0.13875,wohnzeit
3,0.32375,verm
1,0.28125,verm
2,0.24,verm
4,0.155,verm
3,0.815,weitkred
1,0.14,weitkred
2,0.045,weitkred
2,0.7175,wohn
1,0.17375,wohn
3,0.10875,wohn
1,0.63125,bishkred
2,0.33375,bishkred
3,0.03125,bishkred
4,0.00375,bishkred
3,0.63,beruf
2,0.195,beruf
4,0.15125,beruf
1,0.02375,beruf
2,0.855,pers
1,0.145,pers
1,0.5825,telef
2,0.4175,telef
2,0.9625,gastarb
1,0.0375,gastarb
1,0.70375,kredit
0,0.29625,kredit
