49, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,64, Dominican-Republic, >50K
36, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, Iran, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, El-Salvador, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, >50K
70, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,9611,0,50, El-Salvador, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, Yugoslavia, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
26, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,29, Scotland, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1846,50, Ireland, <=50K
65, Self-emp-not-inc, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Female,0,0,40, Nicaragua, >50K
49, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Canada, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
64, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
19, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Yugoslavia, <=50K
25, Private, 9th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,28, Jamaica, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,15, Yugoslavia, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Jamaica, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, El-Salvador, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, >50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,7687,0,10, Germany, >50K
24, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, Canada, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Canada, <=50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
32, Private, Masters, Separated, Craft-repair, Unmarried, Black, Female,0,0,35, Thailand, <=50K
50, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,65, Scotland, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2685,0,40, El-Salvador, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
37, State-gov, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,48, Dominican-Republic, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), >50K
20, Private, 9th, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Japan, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Japan, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,5763,0,40, Germany, >50K
59, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,1749,25, Poland, <=50K
53, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, France, >50K
29, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
44, Local-gov, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,50, Nicaragua, <=50K
29, Self-emp-inc, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Japan, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Holand-Netherlands, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,29, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,32, Ecuador, <=50K
64, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, India, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
58, Private, 10th, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, Italy, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, >50K
45, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, South, <=50K
66, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, Thailand, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, El-Salvador, <=50K
60, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, Canada, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Yugoslavia, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,48, Taiwan, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Philippines, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, Haiti, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,48, Portugal, <=50K
60, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Italy, <=50K
38, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, India, <=50K
46, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Germany, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, Ireland, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, Japan, <=50K
35, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,35, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
46, Local-gov, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Holand-Netherlands, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Ireland, >50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,15, Trinadad&Tobago, <=50K
36, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, China, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Hong, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, Thailand, >50K
50, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
43, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, Guatemala, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, China, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1524,40, England, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
69, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,2309,0,40, Taiwan, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,44, Scotland, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3914,0,48, Germany, <=50K
61, Local-gov, 9th, Divorced, Other-service, Other-relative, White, Male,0,0,40, China, >50K
48, Federal-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, Jamaica, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Thailand, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Portugal, <=50K
41, Private, Masters, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,2185,0,40, Iran, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,46, France, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, Haiti, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, Thailand, >50K
42, State-gov, HS-grad, Widowed, Adm-clerical, Own-child, White, Male,0,0,29, Taiwan, <=50K
40, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, Haiti, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,54, El-Salvador, >50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,40, Greece, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,48, Scotland, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
37, Self-emp-not-inc, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
80, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, Philippines, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Thailand, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Portugal, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
24, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
36, Local-gov, 9th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, England, <=50K
58, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,2459,0,40, Holand-Netherlands, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
85, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Hungary, >50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,3630,0,40, Peru, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
18, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,10, Haiti, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, >50K
29, Local-gov, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
42, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Japan, <=50K
67, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,23, Peru, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cuba, >50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Holand-Netherlands, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Honduras, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, >50K
29, Private, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,40, Japan, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,50, Taiwan, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Sales, Unmarried, White, Female,6430,0,40, India, >50K
29, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,1841,50, Vietnam, <=50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,80, Holand-Netherlands, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
26, State-gov, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Italy, <=50K
55, Private, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Peru, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,48, Vietnam, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
56, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, India, <=50K
42, Local-gov, 11th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, South, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, Peru, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Mexico, <=50K
27, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
41, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1896,54, El-Salvador, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, India, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,54, Scotland, >50K
51, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Poland, >50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,50, Japan, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Philippines, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1607,40, Thailand, >50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
30, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,20, Honduras, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,19, South, <=50K
41, State-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,7687,0,50, Yugoslavia, >50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Other-relative, White, Female,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,60, Columbia, <=50K
52, Private, Some-college, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, Haiti, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Nicaragua, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
43, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Scotland, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Honduras, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,1598,0,50, Italy, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Laos, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Canada, >50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, South, >50K
47, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,25, South, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,38, Iran, <=50K
32, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,3416,0,40, Ecuador, <=50K
51, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, South, <=50K
45, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, Vietnam, >50K
37, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
57, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Peru, >50K
34, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
