Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.79,0.76,0.43,0.07
verw,0.93,0.87,0.65,0.05
sparkont,1.0,1.0,1.0,0.85
beszeit,0.93,0.9,0.74,0.08
rate,0.91,0.92,0.73,0.31
famges,1.0,1.0,0.99,0.74
buerge,0.32,0.4,0.14,0.04
wohnzeit,0.92,0.92,0.75,0.32
verm,1.0,1.0,0.99,0.81
weitkred,0.51,0.57,0.26,0.08
wohn,1.0,1.0,0.99,0.86
bishkred,0.65,0.58,0.31,0.03
beruf,0.73,0.72,0.41,0.04
pers,0.59,0.68,0.42,0.22
telef,0.95,0.96,0.9,0.63
gastarb,0.99,1.0,0.99,0.85
kredit,0.86,0.9,0.75,0.45
