Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.82,0.8,0.48,0.11
verw,0.89,0.77,0.44,0.0
sparkont,1.0,0.99,0.98,0.69
beszeit,0.94,0.92,0.74,0.16
rate,0.91,0.91,0.71,0.31
famges,0.99,0.99,0.97,0.66
buerge,0.33,0.4,0.14,0.05
wohnzeit,0.94,0.94,0.81,0.35
verm,1.0,1.0,1.0,0.86
weitkred,0.49,0.55,0.24,0.06
wohn,1.0,1.0,0.99,0.81
bishkred,0.66,0.57,0.33,0.01
beruf,0.74,0.73,0.42,0.05
pers,0.63,0.71,0.46,0.24
telef,0.95,0.97,0.91,0.65
gastarb,0.99,0.99,0.97,0.79
kredit,0.84,0.88,0.72,0.43
