Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.94,0.53
moral,0.79,0.76,0.43,0.06
verw,0.88,0.76,0.43,0.0
sparkont,0.97,0.97,0.88,0.45
beszeit,0.95,0.93,0.79,0.19
rate,0.89,0.89,0.67,0.26
famges,0.96,0.95,0.84,0.42
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.91,0.9,0.72,0.25
verm,1.0,1.0,0.98,0.74
weitkred,0.57,0.61,0.31,0.06
wohn,0.75,0.78,0.5,0.19
bishkred,0.66,0.61,0.33,0.03
beruf,0.69,0.66,0.36,0.01
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.93,0.68
gastarb,0.24,0.34,0.14,0.07
kredit,0.85,0.89,0.74,0.44
