34, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, >50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Germany, <=50K
24, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, France, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,60, El-Salvador, >50K
31, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
48, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,25, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,30, Laos, <=50K
19, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, Canada, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,17, Vietnam, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, Yugoslavia, <=50K
65, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,5178,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,45, El-Salvador, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, Columbia, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,65, France, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Haiti, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, Canada, <=50K
40, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,2319,0,32, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,54, France, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Honduras, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
49, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,40, England, >50K
57, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Puerto-Rico, >50K
35, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,45, Peru, <=50K
27, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,54, Peru, <=50K
32, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
43, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, Trinadad&Tobago, >50K
47, Federal-gov, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Iran, <=50K
43, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
20, Private, 7th-8th, Never-married, Priv-house-serv, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,3441,0,45, India, <=50K
71, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,99999,0,50, Yugoslavia, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Dominican-Republic, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,40, Italy, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Ecuador, >50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Nicaragua, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States, <=50K
32, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, El-Salvador, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Holand-Netherlands, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Hong, <=50K
25, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,98, United-States, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Nicaragua, >50K
43, Private, 5th-6th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,38, Jamaica, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Greece, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Guatemala, <=50K
63, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,30, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Peru, >50K
41, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,60, Nicaragua, >50K
19, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,50, England, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,35, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
37, Private, 9th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, <=50K
24, Private, 11th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,35, China, <=50K
34, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,60, Ecuador, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Hungary, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Laos, >50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Cuba, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Female,0,0,48, Iran, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,25, Honduras, <=50K
22, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2264,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, China, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,20, France, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,99999,0,50, Guatemala, >50K
37, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Columbia, <=50K
53, Federal-gov, 5th-6th, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,20, United-States, <=50K
50, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Laos, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,1728,35, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Germany, >50K
34, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,15, Hong, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, <=50K
39, Without-pay, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,1693,40, Hong, <=50K
40, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Black, Male,3103,0,40, England, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,25, Haiti, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Scotland, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Black, Male,0,0,10, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,5137,0,40, Taiwan, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, China, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,66, Puerto-Rico, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,25, Jamaica, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,38, Peru, <=50K
58, Local-gov, 5th-6th, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
67, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
29, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
42, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
79, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,10520,0,45, Mexico, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, South, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cuba, >50K
68, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Hong, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,40, Mexico, >50K
