Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.9,0.74,0.18
moral,0.75,0.7,0.38,0.06
verw,0.9,0.8,0.48,0.04
sparkont,0.73,0.73,0.35,0.08
beszeit,0.96,0.94,0.82,0.22
rate,0.92,0.92,0.74,0.34
famges,0.77,0.74,0.45,0.08
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.92,0.9,0.73,0.3
verm,0.97,0.97,0.89,0.46
weitkred,0.49,0.54,0.24,0.05
wohn,0.7,0.75,0.44,0.17
bishkred,0.64,0.57,0.31,0.01
beruf,0.72,0.7,0.39,0.02
pers,0.52,0.62,0.35,0.18
telef,0.96,0.97,0.93,0.67
gastarb,0.16,0.25,0.09,0.04
kredit,0.81,0.86,0.68,0.39
