Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.63
moral,0.8,0.76,0.44,0.08
verw,0.89,0.78,0.48,0.01
sparkont,0.96,0.95,0.82,0.34
beszeit,0.93,0.9,0.73,0.1
rate,0.91,0.9,0.71,0.28
famges,0.95,0.95,0.83,0.4
buerge,0.32,0.4,0.13,0.05
wohnzeit,0.93,0.93,0.78,0.35
verm,1.0,1.0,1.0,0.89
weitkred,0.52,0.57,0.27,0.06
wohn,0.96,0.96,0.88,0.49
bishkred,0.66,0.57,0.33,0.0
beruf,0.76,0.71,0.45,0.01
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.93,0.68
gastarb,0.86,0.9,0.76,0.46
kredit,0.84,0.88,0.72,0.43
