value,frequency,column
 Private,0.7384889551991379,work_class
 Self-emp-not-inc,0.08350946993244643,work_class
 Local-gov,0.06767789796510423,work_class
 State-gov,0.04277011065522815,work_class
 Self-emp-inc,0.03622197355878818,work_class
 Federal-gov,0.03087570972688466,work_class
 Without-pay,0.00045588296241037753,work_class
 HS-grad,0.32620498155746197,education
 Some-college,0.2189895975796759,education
 Bachelors,0.16846947656347133,education
 Masters,0.0535869700360562,education
 Assoc-voc,0.04335032533465954,education
 11th,0.034771436860209705,education
 Assoc-acdm,0.034274109992125656,education
 10th,0.027435865555969996,education
 7th-8th,0.018483981930457125,education
 Prof-school,0.018483981930457125,education
 9th,0.01500269385386879,education
 Doctorate,0.012806166853164241,education
 12th,0.011894400928343487,education
 5th-6th,0.009946537361680965,education
 1st-4th,0.0050561564921878235,education
 Preschool,0.0012433171702101206,education
 Married-civ-spouse,0.467528699904679,marital_status
 Never-married,0.3216461519333582,marital_status
 Divorced,0.14103361100750134,marital_status
 Separated,0.030295495047453273,marital_status
 Widowed,0.026814206970864934,marital_status
 Married-spouse-absent,0.01210162045671184,marital_status
 Married-AF-spouse,0.0005802146794313896,marital_status
 Prof-specialty,0.13494135687347175,occupation
 Craft-repair,0.1337394836089353,occupation
 Exec-managerial,0.1324961664387252,occupation
 Adm-clerical,0.12333706328484396,occupation
 Sales,0.1179079116415931,occupation
 Other-service,0.10613784243027063,occupation
 Machine-op-inspct,0.06614447345517842,occupation
 Transport-moving,0.051100335695635955,occupation
 Handlers-cleaners,0.0453810767126694,occupation
 Farming-fishing,0.031870363463052755,occupation
 Tech-support,0.030254051141779603,occupation
 Protective-serv,0.021343611421940405,occupation
 Priv-house-serv,0.005014712586514153,occupation
 Armed-Forces,0.0003315512453893655,occupation
 Husband,0.4143976128310332,relationship
 Not-in-family,0.2570351029881056,relationship
 Own-child,0.14725019685855195,relationship
 Unmarried,0.1054747399394919,relationship
 Wife,0.04670728169422687,relationship
 Other-relative,0.029135065688590492,relationship
 White,0.8598781549173194,race
 Black,0.09312445604873804,race
 Asian-Pac-Islander,0.029963943802063908,race
 Amer-Indian-Eskimo,0.009366322682249574,race
 Other,0.007667122549629077,race
 Male,0.6751212234240955,sex
 Female,0.3248787765759045,sex
 United-States,0.9103568320278503,native_country
 Mexico,0.020307513780098638,native_country
 Philippines,0.0061336980397032614,native_country
 Germany,0.004393054001409093,native_country
 Canada,0.0037713954163040323,native_country
 Puerto-Rico,0.003564175887935679,native_country
 El-Salvador,0.0033569563595673255,native_country
 Cuba,0.003191180736872643,native_country
 India,0.0031497368311989723,native_country
 England,0.0030668490198516307,native_country
 Jamaica,0.0025695221517675827,native_country
 Dominican-Republic,0.002362302623399229,native_country
 Italy,0.002362302623399229,native_country
 South,0.002279414812051888,native_country
 Vietnam,0.002279414812051888,native_country
 Guatemala,0.0021965270007045464,native_country
 China,0.0020721952836835343,native_country
 Poland,0.0019478635666625222,native_country
 Japan,0.0019064196609888517,native_country
 Columbia,0.0017820879439678396,native_country
 Haiti,0.0015748684155994861,native_country
 Taiwan,0.001450536698578474,native_country
 Iran,0.001450536698578474,native_country
 Nicaragua,0.0012847610758837914,native_country
 Portugal,0.0011604293588627793,native_country
 France,0.0010360976418417672,native_country
 Greece,0.0009946537361680964,native_country
 Peru,0.0009532098304944258,native_country
 Ecuador,0.0008288781134734137,native_country
 Ireland,0.0007459903021260724,native_country
 Hong,0.0007045463964524016,native_country
 Laos,0.000663102490778731,native_country
 Thailand,0.000663102490778731,native_country
 Cambodia,0.0006216585851050603,native_country
 Trinadad&Tobago,0.0006216585851050603,native_country
 Yugoslavia,0.0004973268680840482,native_country
 Honduras,0.00041443905673670687,native_country
 Outlying-US(Guam-USVI-etc),0.00041443905673670687,native_country
 Hungary,0.00041443905673670687,native_country
 Scotland,0.00041443905673670687,native_country
 Holand-Netherlands,4.1443905673670685e-05,native_country
 <=50K,0.7513780098636496,income
 >50K,0.24862199013635045,income
