Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.75
moral,0.78,0.73,0.41,0.07
verw,0.89,0.76,0.44,0.01
sparkont,1.0,0.99,0.98,0.72
beszeit,0.95,0.94,0.79,0.22
rate,0.88,0.89,0.65,0.29
famges,0.99,0.99,0.97,0.65
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.93,0.92,0.76,0.29
verm,1.0,1.0,0.99,0.85
weitkred,0.46,0.49,0.22,0.03
wohn,1.0,1.0,0.99,0.8
bishkred,0.67,0.59,0.34,0.01
beruf,0.7,0.68,0.36,0.02
pers,0.52,0.62,0.35,0.18
telef,0.97,0.98,0.94,0.71
gastarb,0.98,0.99,0.97,0.78
kredit,0.83,0.87,0.71,0.42
