,type,this_epoch,total_epochs,batch_num,loss
48,epoch,1,50,48,49050.938
97,epoch,2,50,48,33663.387
146,epoch,3,50,48,24715.512
195,epoch,4,50,48,16745.182
244,epoch,5,50,48,11692.424
293,epoch,6,50,48,8354.828
342,epoch,7,50,48,5758.0713
391,epoch,8,50,48,3795.8413
440,epoch,9,50,48,2701.6392
489,epoch,10,50,48,2114.334
538,epoch,11,50,48,1253.3684
587,epoch,12,50,48,884.55145
636,epoch,13,50,48,648.4026
685,epoch,14,50,48,577.72784
734,epoch,15,50,48,460.622
783,epoch,16,50,48,486.0295
832,epoch,17,50,48,373.40546
881,epoch,18,50,48,380.8822
930,epoch,19,50,48,339.13297
979,epoch,20,50,48,389.41602
1028,epoch,21,50,48,315.52496
1077,epoch,22,50,48,340.27505
1126,epoch,23,50,48,310.20856
1175,epoch,24,50,48,316.75745
1224,epoch,25,50,48,317.62415
1273,epoch,26,50,48,284.97546
1322,epoch,27,50,48,286.42426
1371,epoch,28,50,48,277.7086
1420,epoch,29,50,48,276.7617
1469,epoch,30,50,48,283.30667
1518,epoch,31,50,48,263.40244
1567,epoch,32,50,48,270.6464
1616,epoch,33,50,48,268.81903
1665,epoch,34,50,48,238.52066
1714,epoch,35,50,48,230.32175
1763,epoch,36,50,48,242.0484
1812,epoch,37,50,48,227.50717
1861,epoch,38,50,48,202.95224
1910,epoch,39,50,48,209.88445
1959,epoch,40,50,48,207.63
2008,epoch,41,50,48,234.23492
2057,epoch,42,50,48,217.1975
2106,epoch,43,50,48,199.26431
2155,epoch,44,50,48,194.08682
2204,epoch,45,50,48,202.61783
2253,epoch,46,50,48,200.16312
2302,epoch,47,50,48,223.87592
2351,epoch,48,50,48,202.7155
2400,epoch,49,50,48,190.04224
2449,epoch,50,50,48,189.76477
