laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
2 36 2 10 14240 1 5 4 3 1 1 4 57 3 3 1 4 2 2 2 0
1 24 2 2 1934 1 3 2 3 1 2 1 26 3 2 1 2 1 1 2 1
4 24 2 1 9239 5 5 2 1 1 4 4 49 3 1 1 3 1 2 2 1
4 15 1 3 1492 1 3 4 2 1 2 1 42 3 2 1 2 2 1 2 1
2 6 3 9 1441 2 5 3 3 1 2 3 31 3 1 2 3 2 1 1 1
4 6 4 3 1960 2 3 1 3 1 2 1 34 3 2 2 3 1 1 1 1
4 30 1 3 2874 1 3 4 2 1 2 1 33 3 2 1 3 2 2 2 1
1 48 2 0 3027 4 1 3 2 1 2 3 54 3 2 1 3 2 1 2 0
1 12 2 3 697 1 3 4 3 3 2 1 40 3 2 1 2 2 1 2 1
3 15 4 0 1262 5 5 4 3 1 4 4 40 2 3 2 3 2 2 2 0
2 6 2 9 14472 5 1 1 3 1 2 2 23 3 2 1 4 2 2 2 0
4 9 2 9 1377 1 3 4 2 1 2 1 26 3 1 1 3 2 1 2 1
4 12 0 3 798 5 5 4 3 1 3 2 33 3 2 1 3 2 1 2 1
1 12 4 0 338 1 5 4 4 1 3 4 45 3 2 2 2 2 1 2 1
2 48 3 9 14441 1 3 2 3 1 2 3 25 3 2 2 3 2 2 1 0
1 18 2 2 2508 1 2 4 3 1 1 3 25 1 2 1 2 2 1 2 0
1 12 2 1 2624 3 1 3 2 1 4 4 56 3 1 1 3 2 1 2 1
2 42 4 3 4658 1 2 4 2 1 1 3 24 1 2 2 4 2 1 2 0
4 12 4 0 1344 4 3 1 2 1 4 2 40 3 2 2 3 2 1 2 0
2 12 2 3 6340 5 5 2 3 1 4 4 52 1 2 1 4 2 2 2 0
2 36 4 3 7424 4 3 3 3 1 2 3 37 3 2 1 3 2 1 2 1
4 24 4 3 1027 5 4 4 3 1 2 3 25 3 2 2 3 2 1 2 1
2 24 2 1 3420 2 4 3 4 1 4 3 23 3 1 1 3 2 1 2 1
1 24 0 0 4843 1 5 2 3 1 4 4 53 3 1 2 3 1 1 2 0
2 18 2 3 869 1 2 4 3 1 2 1 25 3 2 2 2 2 1 2 1
4 7 4 3 870 5 5 4 4 1 4 4 36 3 1 1 3 2 1 2 1
2 24 4 9 4608 1 3 2 1 1 2 1 74 3 2 2 3 2 2 2 1
2 21 0 1 5295 4 5 1 2 1 2 2 29 3 2 2 3 2 2 2 1
4 10 2 0 1446 1 3 3 4 1 2 1 35 3 1 1 2 2 1 2 1
1 12 2 2 3653 4 3 2 3 2 3 2 31 3 2 1 3 1 1 1 1
4 10 4 1 2061 4 2 1 2 1 4 1 27 3 1 2 3 2 1 2 1
1 24 4 2 1791 1 5 4 2 3 4 1 57 3 2 1 3 2 2 2 1
