Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.9,0.76,0.17
moral,0.81,0.78,0.47,0.09
verw,0.9,0.8,0.51,0.01
sparkont,0.72,0.72,0.34,0.08
beszeit,0.94,0.93,0.76,0.21
rate,0.91,0.91,0.73,0.28
famges,0.79,0.76,0.48,0.1
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.94,0.93,0.79,0.36
verm,0.98,0.98,0.92,0.47
weitkred,0.5,0.56,0.25,0.07
wohn,0.69,0.73,0.43,0.14
bishkred,0.65,0.58,0.32,0.03
beruf,0.72,0.71,0.39,0.03
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.93,0.68
gastarb,0.25,0.35,0.14,0.07
kredit,0.86,0.89,0.75,0.45
