Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.97,0.65
moral,0.77,0.73,0.4,0.08
verw,0.9,0.79,0.47,0.01
sparkont,0.95,0.95,0.79,0.38
beszeit,0.95,0.94,0.8,0.19
rate,0.92,0.92,0.74,0.33
famges,0.93,0.93,0.77,0.34
buerge,0.25,0.33,0.1,0.04
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.81
weitkred,0.5,0.55,0.25,0.05
wohn,0.85,0.87,0.66,0.29
bishkred,0.66,0.59,0.32,0.01
beruf,0.74,0.72,0.41,0.04
pers,0.5,0.6,0.33,0.17
telef,0.96,0.97,0.92,0.67
gastarb,0.23,0.33,0.13,0.06
kredit,0.82,0.86,0.69,0.4
