Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.71
moral,0.78,0.74,0.41,0.05
verw,0.9,0.77,0.46,0.01
sparkont,0.99,0.98,0.93,0.54
beszeit,0.95,0.93,0.79,0.17
rate,0.92,0.92,0.75,0.33
famges,0.98,0.98,0.94,0.57
buerge,0.29,0.36,0.12,0.03
wohnzeit,0.93,0.93,0.78,0.31
verm,1.0,1.0,1.0,0.89
weitkred,0.47,0.51,0.23,0.04
wohn,0.99,0.99,0.96,0.65
bishkred,0.65,0.58,0.32,0.01
beruf,0.72,0.69,0.39,0.02
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.93,0.68
gastarb,0.96,0.97,0.93,0.68
kredit,0.84,0.88,0.72,0.42
