value,frequency,column
Female,0.645259319286872,sex
Male,0.35474068071312803,sex
Greater than 45,0.376418152350081,age_cat
Less than 25,0.3334683954619125,age_cat
25 - 45,0.2901134521880065,age_cat
Hispanic,0.26519448946515395,race
African-American,0.19955429497568883,race
Other,0.19226094003241492,race
Native American,0.17301458670988654,race
Asian,0.11122366288492706,race
Caucasian,0.058752025931928686,race
F,0.63290113452188,c_charge_degree
M,0.36709886547811993,c_charge_degree
0,0.5222852512155591,is_recid
1,0.47771474878444087,is_recid
Low,0.5445705024311183,score_text
Medium,0.2686385737439222,score_text
High,0.1867909238249595,score_text
0,0.5395056726094003,two_year_recid
1,0.4604943273905997,two_year_recid
