Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.17
moral,0.8,0.76,0.44,0.07
verw,0.9,0.79,0.49,0.01
sparkont,0.72,0.71,0.34,0.08
beszeit,0.93,0.9,0.73,0.12
rate,0.92,0.92,0.74,0.31
famges,0.78,0.76,0.48,0.1
buerge,0.32,0.39,0.13,0.04
wohnzeit,0.91,0.91,0.73,0.3
verm,0.98,0.98,0.93,0.51
weitkred,0.53,0.58,0.27,0.06
wohn,0.71,0.74,0.45,0.15
bishkred,0.65,0.57,0.32,0.01
beruf,0.76,0.71,0.45,0.01
pers,0.62,0.71,0.45,0.24
telef,0.96,0.97,0.93,0.68
gastarb,0.23,0.34,0.13,0.07
kredit,0.85,0.89,0.74,0.45
