Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.82
moral,0.77,0.73,0.4,0.05
verw,0.88,0.75,0.43,0.01
sparkont,1.0,1.0,1.0,0.87
beszeit,0.94,0.92,0.76,0.18
rate,0.92,0.92,0.74,0.32
famges,1.0,1.0,0.99,0.77
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.93,0.92,0.76,0.25
verm,1.0,1.0,0.99,0.86
weitkred,0.53,0.58,0.27,0.06
wohn,1.0,1.0,1.0,0.89
bishkred,0.68,0.63,0.34,0.04
beruf,0.82,0.84,0.6,0.26
pers,0.57,0.67,0.4,0.21
telef,0.97,0.98,0.95,0.71
gastarb,0.99,1.0,0.99,0.86
kredit,0.82,0.87,0.69,0.4
