Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.8,0.76,0.44,0.09
verw,0.89,0.79,0.48,0.03
sparkont,1.0,1.0,0.99,0.82
beszeit,0.95,0.94,0.79,0.21
rate,0.91,0.91,0.72,0.32
famges,1.0,1.0,0.99,0.76
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.94,0.94,0.8,0.33
verm,1.0,1.0,0.99,0.83
weitkred,0.52,0.57,0.26,0.06
wohn,1.0,1.0,1.0,0.88
bishkred,0.68,0.62,0.35,0.02
beruf,0.73,0.72,0.41,0.04
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.93,0.68
gastarb,1.0,1.0,0.99,0.88
kredit,0.85,0.89,0.73,0.44
