,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,642349.06
3,epoch,2,1250,1,152476.4
5,epoch,3,1250,1,224742.75
7,epoch,4,1250,1,130722.24
9,epoch,5,1250,1,62138.79
11,epoch,6,1250,1,146793.83
13,epoch,7,1250,1,112788.91
15,epoch,8,1250,1,41343.652
17,epoch,9,1250,1,45624.4
19,epoch,10,1250,1,77301.85
21,epoch,11,1250,1,59920.445
23,epoch,12,1250,1,31982.936
25,epoch,13,1250,1,33384.586
27,epoch,14,1250,1,49275.723
29,epoch,15,1250,1,46130.887
31,epoch,16,1250,1,29919.92
33,epoch,17,1250,1,16444.982
35,epoch,18,1250,1,16748.375
37,epoch,19,1250,1,25475.953
39,epoch,20,1250,1,25861.648
41,epoch,21,1250,1,16758.807
43,epoch,22,1250,1,9485.747
45,epoch,23,1250,1,10000.497
47,epoch,24,1250,1,15004.721
49,epoch,25,1250,1,16515.19
51,epoch,26,1250,1,12118.81
53,epoch,27,1250,1,7700.027
55,epoch,28,1250,1,7861.2466
57,epoch,29,1250,1,10386.944
59,epoch,30,1250,1,10696.02
61,epoch,31,1250,1,7873.635
63,epoch,32,1250,1,5147.3906
65,epoch,33,1250,1,5100.252
67,epoch,34,1250,1,6607.4297
69,epoch,35,1250,1,7144.1567
71,epoch,36,1250,1,6080.415
73,epoch,37,1250,1,4498.1387
75,epoch,38,1250,1,3750.603
77,epoch,39,1250,1,4303.463
79,epoch,40,1250,1,5121.846
81,epoch,41,1250,1,4928.9995
83,epoch,42,1250,1,3902.4521
85,epoch,43,1250,1,3174.2908
87,epoch,44,1250,1,3308.666
89,epoch,45,1250,1,3797.1594
91,epoch,46,1250,1,3754.5337
93,epoch,47,1250,1,3104.2854
95,epoch,48,1250,1,2632.6384
97,epoch,49,1250,1,2737.7688
99,epoch,50,1250,1,3001.9956
101,epoch,51,1250,1,2957.7344
103,epoch,52,1250,1,2628.8035
105,epoch,53,1250,1,2399.3064
107,epoch,54,1250,1,2455.5376
109,epoch,55,1250,1,2555.3762
111,epoch,56,1250,1,2446.7356
113,epoch,57,1250,1,2157.6895
115,epoch,58,1250,1,1907.4347
117,epoch,59,1250,1,1857.6078
119,epoch,60,1250,1,1864.4695
121,epoch,61,1250,1,1727.8088
123,epoch,62,1250,1,1580.2759
125,epoch,63,1250,1,1618.1145
127,epoch,64,1250,1,1719.6766
129,epoch,65,1250,1,1696.9377
131,epoch,66,1250,1,1580.5886
133,epoch,67,1250,1,1502.2761
135,epoch,68,1250,1,1519.9832
137,epoch,69,1250,1,1558.632
139,epoch,70,1250,1,1528.8381
141,epoch,71,1250,1,1432.5117
143,epoch,72,1250,1,1354.7672
145,epoch,73,1250,1,1354.8647
147,epoch,74,1250,1,1381.0284
149,epoch,75,1250,1,1366.9719
151,epoch,76,1250,1,1330.666
153,epoch,77,1250,1,1315.2682
155,epoch,78,1250,1,1313.1344
157,epoch,79,1250,1,1289.527
159,epoch,80,1250,1,1249.3109
161,epoch,81,1250,1,1225.4891
163,epoch,82,1250,1,1220.3015
165,epoch,83,1250,1,1209.6783
167,epoch,84,1250,1,1178.7155
169,epoch,85,1250,1,1139.779
171,epoch,86,1250,1,1115.5645
173,epoch,87,1250,1,1102.8171
175,epoch,88,1250,1,1083.5734
177,epoch,89,1250,1,1058.984
179,epoch,90,1250,1,1041.8142
181,epoch,91,1250,1,1030.6064
183,epoch,92,1250,1,1013.7108
185,epoch,93,1250,1,993.974
187,epoch,94,1250,1,981.9872
189,epoch,95,1250,1,975.82623
191,epoch,96,1250,1,967.7439
193,epoch,97,1250,1,955.7546
195,epoch,98,1250,1,944.2123
197,epoch,99,1250,1,936.06396
199,epoch,100,1250,1,928.0992
201,epoch,101,1250,1,917.4035
203,epoch,102,1250,1,907.1687
205,epoch,103,1250,1,901.7554
207,epoch,104,1250,1,898.50226
209,epoch,105,1250,1,893.79944
211,epoch,106,1250,1,889.8724
213,epoch,107,1250,1,887.4931
215,epoch,108,1250,1,883.3823
217,epoch,109,1250,1,876.2095
219,epoch,110,1250,1,868.27405
221,epoch,111,1250,1,861.5004
223,epoch,112,1250,1,855.5329
225,epoch,113,1250,1,849.59674
227,epoch,114,1250,1,844.0384
229,epoch,115,1250,1,839.74475
231,epoch,116,1250,1,835.81555
233,epoch,117,1250,1,831.06836
235,epoch,118,1250,1,826.3117
237,epoch,119,1250,1,822.23047
239,epoch,120,1250,1,817.7103
241,epoch,121,1250,1,812.5914
243,epoch,122,1250,1,807.4442
245,epoch,123,1250,1,802.5554
247,epoch,124,1250,1,797.4402
249,epoch,125,1250,1,792.09454
251,epoch,126,1250,1,786.8996
253,epoch,127,1250,1,782.1947
255,epoch,128,1250,1,777.4465
257,epoch,129,1250,1,772.69
259,epoch,130,1250,1,768.2361
261,epoch,131,1250,1,763.8761
263,epoch,132,1250,1,759.4393
265,epoch,133,1250,1,754.9708
267,epoch,134,1250,1,750.53595
269,epoch,135,1250,1,746.1024
271,epoch,136,1250,1,741.60175
273,epoch,137,1250,1,737.0419
275,epoch,138,1250,1,732.5517
277,epoch,139,1250,1,728.23236
279,epoch,140,1250,1,723.857
281,epoch,141,1250,1,719.49805
283,epoch,142,1250,1,715.24866
285,epoch,143,1250,1,710.98346
287,epoch,144,1250,1,706.6785
289,epoch,145,1250,1,702.3754
291,epoch,146,1250,1,698.1212
293,epoch,147,1250,1,693.8088
295,epoch,148,1250,1,689.44104
297,epoch,149,1250,1,685.0502
