value,frequency,column
 Private,0.7276720958183099,work_class
 Self-emp-not-inc,0.08781963612250819,work_class
 Local-gov,0.07410170334452319,work_class
 State-gov,0.040697915371544616,work_class
 Self-emp-inc,0.03729951510630362,work_class
 Federal-gov,0.031621700029010734,work_class
 Without-pay,0.0007874342077997431,work_class
 HS-grad,0.3275311865390194,education
 Some-college,0.2205644659952754,education
 Bachelors,0.17592937958473207,education
 Masters,0.06013510713249617,education
 Assoc-voc,0.041526793485018025,education
 11th,0.03278212938787351,education
 Assoc-acdm,0.03232624642546313,education
 10th,0.02287703593186622,education
 Prof-school,0.02155083095030876,education
 7th-8th,0.01690911351485764,education
 9th,0.01322060590990095,education
 Doctorate,0.013137718098553608,education
 12th,0.00965643002196527,education
 5th-6th,0.008247337229060467,education
 1st-4th,0.0031497368311989723,education
 Preschool,0.00045588296241037753,education
 Married-civ-spouse,0.48613701355215716,marital_status
 Never-married,0.3008413112851755,marital_status
 Divorced,0.15806705623938,marital_status
 Widowed,0.031787475651705414,marital_status
 Separated,0.020556177214140662,marital_status
 Married-spouse-absent,0.002362302623399229,marital_status
 Married-AF-spouse,0.0002486634340420241,marital_status
 Prof-specialty,0.14372746487628993,occupation
 Craft-repair,0.13891997181814414,occupation
 Exec-managerial,0.1354386837415558,occupation
 Adm-clerical,0.13071407849475736,occupation
 Sales,0.11517261386713083,occupation
 Other-service,0.10551618384516556,occupation
 Machine-op-inspct,0.06498404409631564,occupation
 Transport-moving,0.0463757304488375,occupation
 Handlers-cleaners,0.04011770069211323,occupation
 Farming-fishing,0.03004683161341125,occupation
 Tech-support,0.027518753367317336,occupation
 Protective-serv,0.018359650213436114,occupation
 Priv-house-serv,0.0029425173028306186,occupation
 Armed-Forces,0.00016577562269468274,occupation
 Husband,0.436321438932405,relationship
 Not-in-family,0.2573252103278213,relationship
 Own-child,0.1370135521571553,relationship
 Unmarried,0.11840523850967716,relationship
 Wife,0.03531020763396742,relationship
 Other-relative,0.01562435243897385,relationship
 White,0.20647353806622737,race
 Asian-Pac-Islander,0.20183182063077623,race
 Black,0.20141738157403954,race
 Other,0.19880641551659828,race
 Amer-Indian-Eskimo,0.19147084421235858,race
 Male,0.5019685855194994,sex
 Female,0.49803141448050064,sex
 United-States,0.029560530679933666,native_country
 England,0.02740464344941957,native_country
 Columbia,0.027197346600331674,native_country
 Ecuador,0.027197346600331674,native_country
 Iran,0.027072968490878938,native_country
 Dominican-Republic,0.026782752902155888,native_country
 France,0.026533996683250415,native_country
 Germany,0.026492537313432835,native_country
 India,0.02645107794361526,native_country
 El-Salvador,0.0263681592039801,native_country
 Outlying-US(Guam-USVI-etc),0.026119402985074626,native_country
 Hong,0.026119402985074626,native_country
 Greece,0.02607794361525705,native_country
 Yugoslavia,0.025912106135986733,native_country
 Taiwan,0.025912106135986733,native_country
 Poland,0.025787728026533997,native_country
 Trinadad&Tobago,0.02562189054726368,native_country
 Puerto-Rico,0.025580431177446104,native_country
 Cuba,0.025538971807628524,native_country
 Thailand,0.025497512437810944,native_country
 Hungary,0.025456053067993367,native_country
 South,0.025248756218905474,native_country
 Mexico,0.025248756218905474,native_country
 Cambodia,0.025248756218905474,native_country
 Jamaica,0.025248756218905474,native_country
 Ireland,0.025207296849087894,native_country
 Philippines,0.025165837479270314,native_country
 Peru,0.025124378109452738,native_country
 Nicaragua,0.025082918739635158,native_country
 Honduras,0.025,native_country
 Laos,0.025,native_country
 China,0.024875621890547265,native_country
 Japan,0.024792703150912105,native_country
 Italy,0.02475124378109453,native_country
 Guatemala,0.024502487562189056,native_country
 Portugal,0.024253731343283583,native_country
 Canada,0.02367330016583748,native_country
 Haiti,0.0236318407960199,native_country
 Vietnam,0.02325870646766169,native_country
 <=50K,0.7176012267396079,income
 >50K,0.28239877326039203,income
