,type,this_epoch,total_epochs,batch_num,loss
10,epoch,1,50,10,168712.05
21,epoch,2,50,10,35006.668
32,epoch,3,50,10,12731.201
43,epoch,4,50,10,6349.197
54,epoch,5,50,10,4316.654
65,epoch,6,50,10,3158.2664
76,epoch,7,50,10,2554.0854
87,epoch,8,50,10,2122.7432
98,epoch,9,50,10,1772.2631
109,epoch,10,50,10,1503.7667
120,epoch,11,50,10,1295.738
131,epoch,12,50,10,1139.0135
142,epoch,13,50,10,1022.9048
153,epoch,14,50,10,940.16455
164,epoch,15,50,10,878.64984
175,epoch,16,50,10,830.41693
186,epoch,17,50,10,790.0522
197,epoch,18,50,10,755.27576
208,epoch,19,50,10,724.7432
219,epoch,20,50,10,697.4228
230,epoch,21,50,10,672.8383
241,epoch,22,50,10,650.2982
252,epoch,23,50,10,629.832
263,epoch,24,50,10,610.7828
274,epoch,25,50,10,593.1247
285,epoch,26,50,10,576.58984
296,epoch,27,50,10,561.24347
307,epoch,28,50,10,546.8769
318,epoch,29,50,10,533.4422
329,epoch,30,50,10,520.3306
340,epoch,31,50,10,508.25928
351,epoch,32,50,10,496.90094
362,epoch,33,50,10,486.28662
373,epoch,34,50,10,476.16437
384,epoch,35,50,10,466.43945
395,epoch,36,50,10,457.07822
406,epoch,37,50,10,447.8872
417,epoch,38,50,10,438.3758
428,epoch,39,50,10,428.97623
439,epoch,40,50,10,421.00723
450,epoch,41,50,10,413.76578
461,epoch,42,50,10,406.80255
472,epoch,43,50,10,400.499
483,epoch,44,50,10,394.42282
494,epoch,45,50,10,388.6259
505,epoch,46,50,10,383.18277
516,epoch,47,50,10,377.858
527,epoch,48,50,10,372.85898
538,epoch,49,50,10,367.89313
549,epoch,50,50,10,363.1343
