25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
71, Self-emp-inc, 9th, Divorced, Exec-managerial, Wife, White, Male,0,0,50, Vietnam, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, Ireland, >50K
26, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, Philippines, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,25, United-States, >50K
45, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, England, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
40, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,35, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
32, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,1, United-States, <=50K
