value,frequency,column
4,0.38875,laufkont
1,0.28,laufkont
2,0.2675,laufkont
3,0.06375,laufkont
2,0.5325,moral
4,0.28625,moral
3,0.09125,moral
1,0.05,moral
0,0.04,moral
3,0.26875,verw
0,0.23875,verw
2,0.18875,verw
1,0.10375,verw
9,0.0975,verw
6,0.05,verw
5,0.02,verw
4,0.0125,verw
8,0.01,verw
10,0.01,verw
1,0.595,sparkont
5,0.1875,sparkont
2,0.10625,sparkont
3,0.065,sparkont
4,0.04625,sparkont
3,0.33875,beszeit
5,0.23125,beszeit
4,0.18875,beszeit
2,0.175,beszeit
1,0.06625,beszeit
4,0.475,rate
2,0.23125,rate
3,0.15375,rate
1,0.14,rate
3,0.5575,famges
2,0.30125,famges
4,0.095,famges
1,0.04625,famges
1,0.90875,buerge
3,0.0525,buerge
2,0.03875,buerge
4,0.4025,wohnzeit
2,0.32,wohnzeit
3,0.145,wohnzeit
1,0.1325,wohnzeit
3,0.34125,verm
1,0.27,verm
2,0.24,verm
4,0.14875,verm
3,0.81,weitkred
1,0.14625,weitkred
2,0.04375,weitkred
2,0.72625,wohn
1,0.17,wohn
3,0.10375,wohn
1,0.63125,bishkred
2,0.33375,bishkred
3,0.02875,bishkred
4,0.00625,bishkred
3,0.625,beruf
2,0.19625,beruf
4,0.1525,beruf
1,0.02625,beruf
2,0.83625,pers
1,0.16375,pers
1,0.59875,telef
2,0.40125,telef
2,0.965,gastarb
1,0.035,gastarb
1,0.70125,kredit
0,0.29875,kredit
