Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.93,0.56
moral,0.82,0.78,0.47,0.07
verw,0.9,0.79,0.46,0.01
sparkont,0.95,0.94,0.78,0.3
beszeit,0.95,0.93,0.79,0.21
rate,0.87,0.87,0.62,0.23
famges,0.92,0.92,0.75,0.33
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.91,0.91,0.72,0.29
verm,1.0,1.0,0.99,0.84
weitkred,0.51,0.56,0.26,0.05
wohn,0.88,0.9,0.71,0.33
bishkred,0.67,0.59,0.34,0.01
beruf,0.71,0.69,0.38,0.02
pers,0.49,0.59,0.32,0.16
telef,0.94,0.95,0.88,0.6
gastarb,0.2,0.3,0.11,0.06
kredit,0.84,0.88,0.72,0.43
