value,frequency,column
4,0.33875,laufkont
1,0.26125,laufkont
2,0.2325,laufkont
3,0.1675,laufkont
2,0.4925,moral
4,0.3225,moral
3,0.08375,moral
1,0.05625,moral
0,0.045,moral
3,0.28875,verw
0,0.2625,verw
2,0.18125,verw
9,0.11875,verw
1,0.09125,verw
6,0.02625,verw
4,0.01625,verw
10,0.01125,verw
5,0.00375,verw
1,0.35625,sparkont
5,0.17625,sparkont
2,0.1675,sparkont
4,0.1525,sparkont
3,0.1475,sparkont
3,0.3275,beszeit
5,0.24375,beszeit
2,0.18875,beszeit
4,0.16125,beszeit
1,0.07875,beszeit
4,0.46875,rate
2,0.235,rate
3,0.15875,rate
1,0.1375,rate
3,0.42375,famges
2,0.28875,famges
1,0.145,famges
4,0.1425,famges
1,0.88625,buerge
3,0.05875,buerge
2,0.055,buerge
4,0.40625,wohnzeit
2,0.28375,wohnzeit
3,0.17375,wohnzeit
1,0.13625,wohnzeit
3,0.3075,verm
1,0.2575,verm
4,0.22125,verm
2,0.21375,verm
3,0.78,weitkred
1,0.1725,weitkred
2,0.0475,weitkred
2,0.66125,wohn
1,0.205,wohn
3,0.13375,wohn
1,0.61125,bishkred
2,0.34125,bishkred
3,0.025,bishkred
4,0.0225,bishkred
3,0.6225,beruf
2,0.2025,beruf
4,0.15125,beruf
1,0.02375,beruf
2,0.8325,pers
1,0.1675,pers
1,0.57875,telef
2,0.42125,telef
2,0.92125,gastarb
1,0.07875,gastarb
1,0.6775,kredit
0,0.3225,kredit
