Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.92,0.49
moral,0.8,0.76,0.45,0.09
verw,0.89,0.78,0.47,0.01
sparkont,0.96,0.96,0.83,0.41
beszeit,0.96,0.94,0.82,0.24
rate,0.91,0.91,0.71,0.29
famges,0.93,0.92,0.76,0.34
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.94,0.8,0.34
verm,0.99,0.99,0.97,0.7
weitkred,0.54,0.58,0.28,0.06
wohn,0.75,0.79,0.51,0.2
bishkred,0.68,0.61,0.35,0.04
beruf,0.73,0.72,0.4,0.04
pers,0.56,0.65,0.39,0.2
telef,0.98,0.98,0.95,0.73
gastarb,0.29,0.4,0.17,0.09
kredit,0.87,0.91,0.78,0.48
