33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Ireland, >50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
22, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, Ecuador, >50K
31, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
22, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,29, South, <=50K
55, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,45, Canada, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,20, Vietnam, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,54, Yugoslavia, >50K
65, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,5178,0,40, Japan, >50K
44, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,45, Ecuador, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Jamaica, <=50K
31, Private, Some-college, Divorced, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, China, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,65, England, >50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Germany, <=50K
29, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, >50K
41, State-gov, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Scotland, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,54, El-Salvador, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
32, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,40, El-Salvador, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
35, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,44, Japan, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,54, Japan, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,15024,0,40, Poland, >50K
47, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
21, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
43, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, <=50K
20, Private, Assoc-acdm, Separated, Other-service, Wife, Black, Male,0,0,40, Japan, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3301,0,45, Honduras, <=50K
70, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,99999,0,50, Yugoslavia, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Dominican-Republic, >50K
31, Self-emp-inc, 11th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,60, Jamaica, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Japan, >50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,24, Trinadad&Tobago, <=50K
31, Private, 12th, Married-civ-spouse, Adm-clerical, Other-relative, Other, Female,0,0,45, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Poland, <=50K
27, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
26, Private, Assoc-voc, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,91, Puerto-Rico, <=50K
32, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Jamaica, <=50K
43, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
24, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Germany, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, Ireland, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Japan, <=50K
42, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,1979,60, Jamaica, >50K
19, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,51, Ecuador, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Taiwan, >50K
24, Private, 7th-8th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,36, Canada, <=50K
34, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Holand-Netherlands, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, Ireland, >50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,60, Columbia, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
21, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,50, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,29, Guatemala, <=50K
22, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Guatemala, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2198,0,40, Trinadad&Tobago, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, China, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, England, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,50, Thailand, <=50K
36, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, Taiwan, >50K
26, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, South, >50K
48, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,99999,0,50, Germany, >50K
37, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
53, Federal-gov, 7th-8th, Divorced, Sales, Husband, Black, Female,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,40, Trinadad&Tobago, >50K
60, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,20, Portugal, <=50K
50, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Ireland, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,1876,35, Trinadad&Tobago, <=50K
47, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Husband, Black, Female,0,0,50, France, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Haiti, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, Trinadad&Tobago, >50K
36, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,1902,60, Thailand, <=50K
