20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Iran, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, England, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
36, Private, 12th, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, El-Salvador, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
25, Private, Assoc-voc, Divorced, Craft-repair, Wife, Black, Male,0,0,37, Yugoslavia, <=50K
59, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
31, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
30, Private, 7th-8th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,70, Ireland, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,1824,40, Outlying-US(Guam-USVI-etc), >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, Canada, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
37, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,25, Vietnam, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,17, Columbia, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Yugoslavia, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,54, Japan, >50K
18, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,8, Yugoslavia, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,15, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Jamaica, <=50K
28, Private, Some-college, Divorced, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1739,40, China, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Dominican-Republic, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
32, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,37, Canada, >50K
35, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Thailand, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, El-Salvador, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3336,0,50, Guatemala, >50K
43, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Nicaragua, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, Laos, <=50K
42, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, Japan, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
54, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
56, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, >50K
30, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, England, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, Hong, <=50K
28, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Male,0,0,65, Japan, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,12, Holand-Netherlands, <=50K
33, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Ecuador, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,45, India, <=50K
63, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,3022,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
28, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Female,89638,0,60, Jamaica, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,8, Taiwan, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Thailand, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Ecuador, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, Canada, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Taiwan, >50K
63, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,3, Greece, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,23, Poland, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
33, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Female,0,0,60, Puerto-Rico, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1902,57, Italy, >50K
56, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,2250,40, India, <=50K
49, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,50, France, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Germany, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,48, Ireland, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Japan, >50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,38, Jamaica, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,30, Ecuador, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
39, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, South, >50K
59, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,35, Canada, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, Dominican-Republic, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Holand-Netherlands, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,50, Ireland, >50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,3857,0,40, China, >50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,36, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,50, Guatemala, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,35, China, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, England, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,60, Taiwan, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
33, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,35, Taiwan, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Scotland, >50K
75, Private, Doctorate, Widowed, Tech-support, Husband, White, Female,0,0,12, France, <=50K
28, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Columbia, >50K
40, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,15, Thailand, <=50K
57, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
22, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, Ireland, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Trinadad&Tobago, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, France, <=50K
42, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, Haiti, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,93, Trinadad&Tobago, >50K
48, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
47, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,50, Haiti, <=50K
37, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,54, El-Salvador, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, Greece, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Thailand, >50K
28, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, Poland, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Scotland, <=50K
38, Private, Prof-school, Married-spouse-absent, Tech-support, Unmarried, Black, Male,0,0,40, Peru, <=50K
42, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Thailand, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Black, Female,0,0,35, China, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
