Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.18
moral,0.8,0.76,0.44,0.08
verw,0.89,0.77,0.47,0.01
sparkont,0.75,0.75,0.38,0.09
beszeit,0.95,0.93,0.78,0.2
rate,0.9,0.9,0.7,0.28
famges,0.84,0.83,0.56,0.14
buerge,0.34,0.42,0.15,0.05
wohnzeit,0.93,0.92,0.77,0.32
verm,0.98,0.98,0.93,0.52
weitkred,0.53,0.58,0.27,0.07
wohn,0.7,0.74,0.44,0.16
bishkred,0.67,0.6,0.34,0.04
beruf,0.73,0.69,0.4,0.02
pers,0.62,0.71,0.45,0.24
telef,0.95,0.96,0.9,0.63
gastarb,0.4,0.51,0.25,0.13
kredit,0.84,0.88,0.73,0.43
