27, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
57, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Ireland, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,1977,38, England, <=50K
50, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,7298,0,40, United-States, >50K
34, Private, 5th-6th, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
27, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,20, Dominican-Republic, <=50K
55, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, South, <=50K
52, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
26, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
70, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,38, Canada, >50K
25, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Portugal, <=50K
41, Private, Doctorate, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Columbia, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,3103,0,50, Japan, >50K
39, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,99999,0,50, Yugoslavia, >50K
27, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,55, Ecuador, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,70, Japan, >50K
34, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
25, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
69, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Canada, >50K
47, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
30, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Trinadad&Tobago, <=50K
