,type,this_epoch,total_epochs,batch_num,loss
48,epoch,1,50,48,56784.51
97,epoch,2,50,48,41098.72
146,epoch,3,50,48,38783.438
195,epoch,4,50,48,37583.54
244,epoch,5,50,48,36738.156
293,epoch,6,50,48,36119.52
342,epoch,7,50,48,34953.016
391,epoch,8,50,48,33605.49
440,epoch,9,50,48,32401.506
489,epoch,10,50,48,31173.125
538,epoch,11,50,48,29338.887
587,epoch,12,50,48,26642.297
636,epoch,13,50,48,22374.787
685,epoch,14,50,48,20296.363
734,epoch,15,50,48,19206.602
783,epoch,16,50,48,18298.566
832,epoch,17,50,48,17636.934
881,epoch,18,50,48,17784.885
930,epoch,19,50,48,15811.059
979,epoch,20,50,48,12335.933
1028,epoch,21,50,48,9674.223
1077,epoch,22,50,48,8214.691
1126,epoch,23,50,48,5671.7803
1175,epoch,24,50,48,4301.1904
1224,epoch,25,50,48,1877.2502
1273,epoch,26,50,48,962.44495
1322,epoch,27,50,48,720.6339
1371,epoch,28,50,48,631.6453
1420,epoch,29,50,48,557.19446
1469,epoch,30,50,48,529.00134
1518,epoch,31,50,48,458.68933
1567,epoch,32,50,48,434.28366
1616,epoch,33,50,48,411.59286
1665,epoch,34,50,48,399.90585
1714,epoch,35,50,48,381.01044
1763,epoch,36,50,48,363.8646
1812,epoch,37,50,48,335.93228
1861,epoch,38,50,48,339.45053
1910,epoch,39,50,48,303.7622
1959,epoch,40,50,48,297.04373
2008,epoch,41,50,48,304.48993
2057,epoch,42,50,48,279.9804
2106,epoch,43,50,48,275.2156
2155,epoch,44,50,48,264.1894
2204,epoch,45,50,48,259.02277
2253,epoch,46,50,48,239.5291
2302,epoch,47,50,48,242.15262
2351,epoch,48,50,48,240.87921
2400,epoch,49,50,48,219.83539
2449,epoch,50,50,48,228.99382
