Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.19
moral,0.75,0.71,0.38,0.05
verw,0.89,0.78,0.46,0.02
sparkont,0.77,0.76,0.39,0.11
beszeit,0.95,0.93,0.79,0.17
rate,0.87,0.88,0.63,0.25
famges,0.81,0.79,0.52,0.11
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.93,0.92,0.76,0.32
verm,0.98,0.97,0.91,0.47
weitkred,0.47,0.5,0.23,0.02
wohn,0.75,0.78,0.5,0.18
bishkred,0.65,0.57,0.32,0.01
beruf,0.73,0.71,0.41,0.02
pers,0.43,0.54,0.27,0.14
telef,0.93,0.95,0.87,0.58
gastarb,0.26,0.37,0.15,0.08
kredit,0.85,0.89,0.74,0.44
