Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.9,0.75,0.15
moral,0.78,0.75,0.42,0.07
verw,0.89,0.78,0.47,0.0
sparkont,0.76,0.75,0.38,0.09
beszeit,0.96,0.95,0.83,0.27
rate,0.92,0.92,0.74,0.33
famges,0.79,0.77,0.49,0.09
buerge,0.29,0.37,0.12,0.04
wohnzeit,0.93,0.93,0.78,0.34
verm,0.98,0.97,0.91,0.45
weitkred,0.49,0.54,0.25,0.05
wohn,0.75,0.78,0.5,0.18
bishkred,0.67,0.6,0.33,0.03
beruf,0.72,0.7,0.4,0.02
pers,0.57,0.67,0.4,0.21
telef,0.97,0.98,0.95,0.72
gastarb,0.25,0.36,0.14,0.07
kredit,0.83,0.87,0.71,0.42
