Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.79,0.75,0.43,0.09
verw,0.9,0.78,0.47,0.0
sparkont,1.0,1.0,1.0,0.85
beszeit,0.95,0.93,0.78,0.18
rate,0.91,0.91,0.72,0.32
famges,1.0,1.0,0.98,0.73
buerge,0.29,0.36,0.12,0.03
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.77
weitkred,0.47,0.51,0.23,0.03
wohn,1.0,1.0,0.99,0.87
bishkred,0.65,0.58,0.32,0.01
beruf,0.67,0.65,0.34,0.02
pers,0.48,0.58,0.32,0.16
telef,0.94,0.96,0.89,0.61
gastarb,0.99,1.0,0.99,0.85
kredit,0.81,0.86,0.68,0.39
