20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Iran, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, England, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
47, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Trinadad&Tobago, >50K
36, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, El-Salvador, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
25, Private, Assoc-voc, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
59, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
30, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,66, Iran, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,1887,40, Mexico, >50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Canada, <=50K
32, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Philippines, <=50K
37, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,20, Vietnam, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,15, Columbia, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, >50K
