Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.78,0.2
moral,0.81,0.78,0.47,0.11
verw,0.9,0.79,0.51,0.01
sparkont,0.76,0.75,0.38,0.11
beszeit,0.94,0.93,0.77,0.19
rate,0.9,0.89,0.68,0.27
famges,0.81,0.79,0.51,0.12
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.92,0.92,0.75,0.31
verm,0.98,0.98,0.92,0.48
weitkred,0.52,0.57,0.26,0.07
wohn,0.74,0.77,0.48,0.18
bishkred,0.67,0.6,0.34,0.03
beruf,0.72,0.72,0.4,0.04
pers,0.62,0.7,0.44,0.23
telef,0.97,0.98,0.95,0.72
gastarb,0.26,0.37,0.15,0.08
kredit,0.85,0.89,0.74,0.44
