Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.76
moral,0.76,0.71,0.39,0.07
verw,0.9,0.79,0.46,0.02
sparkont,0.99,0.99,0.95,0.62
beszeit,0.95,0.94,0.8,0.2
rate,0.91,0.91,0.72,0.34
famges,0.97,0.97,0.91,0.52
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.76,0.35
verm,1.0,1.0,0.99,0.78
weitkred,0.48,0.52,0.23,0.04
wohn,0.97,0.97,0.91,0.54
bishkred,0.64,0.56,0.31,0.01
beruf,0.71,0.69,0.38,0.02
pers,0.51,0.61,0.34,0.18
telef,0.95,0.97,0.91,0.65
gastarb,0.3,0.41,0.18,0.09
kredit,0.81,0.86,0.68,0.39
